"","Differential 5 - 6 Last (mV)","Differential 7 - 8 Last (mV)","Differential 9 - 10 Last (mV)"
"1674051797","-48.25","9.47","-12.45"
"1674051798","-48.22","9.47","-12.44"
"1674051799","-48.20","9.46","-12.43"
"1674051800","-48.18","9.45","-12.42"
"1674051801","-48.16","9.45","-12.41"
"1674051802","-48.15","9.45","-12.37"
"1674051803","-48.09","9.44","-12.36"
"1674051804","-48.05","9.43","-12.35"
"1674051805","-48.02","9.43","-12.34"
"1674051806","-47.99","9.41","-12.32"
"1674051807","-47.97","9.42","-12.30"
"1674051808","-47.95","9.40","-12.31"
"1674051809","-47.94","9.42","-12.28"
"1674051810","-47.91","9.36","-12.33"
"1674051811","-47.89","9.34","-12.31"
"1674051812","-47.87","9.35","-12.29"
"1674051813","-47.85","9.34","-12.28"
"1674051814","-47.83","9.33","-12.27"
"1674051815","-47.81","9.34","-12.25"
"1674051816","-47.79","9.32","-12.25"
"1674051817","-47.78","9.31","-12.24"
"1674051818","-47.76","9.30","-12.23"
"1674051819","-47.74","9.30","-12.22"
"1674051820","-47.73","9.29","-12.21"
"1674051821","-47.71","9.28","-12.20"
"1674051822","-47.69","9.26","-12.20"
"1674051823","-47.68","9.26","-12.20"
"1674051824","-47.72","9.26","-12.17"
"1674051825","-47.67","9.24","-12.18"
"1674051826","-47.64","9.25","-12.14"
"1674051827","-47.61","9.24","-12.14"
"1674051828","-47.58","9.23","-12.13"
"1674051829","-47.56","9.22","-12.12"
"1674051830","-47.52","9.21","-12.11"
"1674051831","-47.51","9.20","-12.11"
"1674051832","-47.47","9.19","-12.09"
"1674051833","-47.45","9.19","-12.08"
"1674051834","-47.43","9.18","-12.07"
"1674051835","-47.41","9.17","-12.06"
"1674051836","-47.39","9.17","-12.05"
"1674051837","-47.37","9.16","-12.04"
"1674051838","-47.35","9.15","-12.03"
"1674051839","-47.33","9.15","-12.02"
"1674051840","-47.31","9.14","-12.01"
"1674051841","-47.29","9.13","-12.00"
"1674051842","-47.28","9.12","-11.99"
"1674051843","-47.26","9.12","-11.98"
"1674051844","-47.24","9.11","-11.97"
"1674051845","-47.23","9.10","-11.96"
"1674051846","-47.21","9.10","-11.95"
"1674051847","-47.19","9.09","-11.93"
"1674051848","-47.18","9.08","-11.93"
"1674051849","-47.17","9.08","-11.91"
"1674051850","-47.13","9.07","-11.91"
"1674051851","-47.10","9.06","-11.90"
"1674051852","-47.08","9.06","-11.89"
"1674051853","-47.06","9.05","-11.87"
"1674051854","-47.05","9.05","-11.86"
"1674051855","-47.03","9.04","-11.85"
"1674051856","-47.02","9.03","-11.84"
"1674051857","-47.00","9.03","-11.83"
"1674051858","-46.99","9.02","-11.82"
"1674051859","-46.98","9.02","-11.80"
"1674051860","-46.97","9.01","-11.79"
"1674051861","-46.96","9.00","-11.78"
"1674051862","-46.94","9.00","-11.77"
"1674051863","-46.93","8.99","-11.76"
"1674051864","-46.92","8.98","-11.75"
"1674051865","-46.90","8.98","-11.74"
"1674051866","-46.89","8.97","-11.73"
"1674051867","-46.88","8.98","-11.70"
"1674051868","-46.80","8.97","-11.71"
"1674051869","-46.78","8.96","-11.70"
"1674051870","-46.75","8.96","-11.69"
"1674051871","-46.74","8.95","-11.68"
"1674051872","-46.73","8.94","-11.67"
"1674051873","-46.72","8.94","-11.65"
"1674051874","-46.72","8.94","-11.64"
"1674051875","-46.71","8.93","-11.63"
"1674051876","-46.69","8.92","-11.62"
"1674051877","-46.68","8.92","-11.61"
"1674051878","-46.67","8.91","-11.60"
"1674051879","-46.66","8.91","-11.59"
"1674051880","-46.65","8.90","-11.58"
"1674051881","-46.64","8.88","-11.57"
"1674051882","-46.64","8.90","-11.54"
"1674051883","-46.63","8.89","-11.55"
"1674051884","-46.62","8.87","-11.56"
"1674051885","-46.62","8.87","-11.56"
"1674051886","-46.62","8.86","-11.57"
"1674051887","-46.60","8.87","-11.54"
"1674051888","-46.57","8.85","-11.53"
"1674051889","-46.55","8.86","-11.51"
"1674051890","-46.53","8.87","-11.45"
"1674051891","-46.51","8.85","-11.46"
"1674051892","-46.51","8.84","-11.46"
"1674051893","-46.50","8.84","-11.45"
"1674051894","-46.49","8.83","-11.45"
"1674051895","-46.48","8.83","-11.45"
"1674051896","-46.48","8.83","-11.45"
"1674051897","-46.47","8.81","-11.46"
"1674051898","-46.46","8.80","-11.45"
"1674051899","-46.46","8.82","-11.43"
"1674051900","-46.45","8.80","-11.44"
"1674051901","-46.44","8.80","-11.44"
"1674051902","-46.43","8.79","-11.43"
"1674051903","-46.43","8.78","-11.43"
"1674051904","-46.42","8.77","-11.43"
"1674051905","-46.41","8.77","-11.42"
"1674051906","-46.40","8.78","-11.39"
"1674051907","-46.40","8.77","-11.41"
"1674051908","-46.41","8.85","-11.32"
"1674051909","-46.38","8.74","-11.43"
"1674051910","-46.37","8.74","-11.40"
"1674051911","-46.37","8.78","-11.35"
"1674051912","-46.35","8.72","-11.38"
"1674051913","-46.34","8.73","-11.37"
"1674051914","-46.33","8.73","-11.36"
"1674051915","-46.33","8.73","-11.35"
"1674051916","-46.32","8.72","-11.34"
"1674051917","-46.32","8.71","-11.34"
"1674051918","-46.31","8.71","-11.33"
"1674051919","-46.30","8.71","-11.32"
"1674051920","-46.30","8.70","-11.32"
"1674051921","-46.29","8.69","-11.31"
"1674051922","-46.29","8.69","-11.30"
"1674051923","-46.28","8.69","-11.29"
"1674051924","-46.28","8.68","-11.29"
"1674051925","-46.27","8.68","-11.29"
"1674051926","-46.27","8.68","-11.29"
"1674051927","-46.27","8.68","-11.26"
"1674051928","-46.26","8.69","-11.25"
"1674051929","-46.25","8.66","-11.25"
"1674051930","-46.25","8.65","-11.24"
"1674051931","-46.27","8.63","-11.24"
"1674051932","-46.29","8.63","-11.23"
"1674051933","-46.26","8.61","-11.31"
"1674051934","-45.45","5.08","-11.27"
"1674051935","-44.38","6.26","-11.45"
"1674051936","-43.87","6.00","-11.43"
"1674051937","-40.86","5.36","-11.14"
"1674051938","-37.39","4.70","-9.55"
"1674051939","-31.95","5.91","-9.75"
"1674051940","-32.67","6.83","-10.34"
"1674051941","-30.02","7.21","-10.55"
"1674051942","-28.25","7.55","-11.25"
"1674051943","-26.56","7.50","-10.98"
"1674051944","-24.96","7.33","-10.83"
"1674051945","-23.77","7.32","-10.49"
"1674051946","-22.64","7.23","-9.79"
"1674051947","-22.00","7.20","-9.26"
"1674051948","-21.59","7.17","-8.86"
"1674051949","-21.35","7.08","-9.17"
"1674051950","-21.13","6.90","-9.15"
"1674051951","-20.95","6.77","-9.11"
"1674051952","-20.73","6.62","-9.12"
"1674051953","-20.56","6.51","-9.11"
"1674051954","-20.42","6.33","-9.07"
"1674051955","-20.38","6.23","-8.77"
"1674051956","-20.45","5.89","-8.54"
"1674051957","-22.57","5.53","-8.41"
"1674051958","-24.69","5.31","-8.39"
"1674051959","-21.02","5.10","-8.21"
"1674051960","-19.82","5.05","-8.09"
"1674051961","-19.80","4.96","-8.09"
"1674051962","-20.00","4.85","-7.93"
"1674051963","-100.04","92.18","-9.13"
"1674051964","8.03","16.55","-70.93"
"1674051965","-10.23","18.78","-72.67"
"1674051966","-19.49","20.29","-72.75"
"1674051967","-47.72","16.23","-72.09"
"1674051968","-50.65","17.97","-79.11"
"1674051969","-57.42","18.88","-75.93"
"1674051970","-60.15","19.61","-75.00"
"1674051971","-62.87","20.21","-74.57"
"1674051972","-64.95","20.61","-74.31"
"1674051973","-67.05","20.90","-74.22"
"1674051974","-68.39","21.02","-74.15"
"1674051975","-69.81","21.14","-74.08"
"1674051976","-70.80","21.15","-74.07"
"1674051977","-71.79","21.11","-74.07"
"1674051978","-72.48","21.05","-74.08"
"1674051979","-73.16","20.97","-74.07"
"1674051980","-73.71","20.86","-74.03"
"1674051981","-74.08","20.77","-73.97"
"1674051982","-74.44","20.66","-73.86"
"1674051983","-74.67","20.57","-73.75"
"1674051984","-74.90","20.45","-73.60"
"1674051985","-75.03","20.37","-73.46"
"1674051986","-75.14","20.27","-73.27"
"1674051987","-75.17","20.19","-73.09"
"1674051988","-75.19","20.11","-72.87"
"1674051989","-75.20","20.06","-72.66"
"1674051990","-75.16","19.98","-72.43"
"1674051991","-75.12","19.92","-72.21"
"1674051992","-75.05","19.86","-71.95"
"1674051993","-74.97","19.81","-71.73"
"1674051994","-74.86","19.76","-71.48"
"1674051995","-74.75","19.72","-71.27"
"1674051996","-74.62","19.68","-71.01"
"1674051997","-74.49","19.64","-70.80"
"1674051998","-74.35","19.60","-70.55"
"1674051999","-74.19","19.55","-70.30"
"1674052000","-74.05","19.51","-70.09"
"1674052001","-73.91","19.45","-69.85"
"1674052002","-73.75","19.41","-69.63"
"1674052003","-73.60","19.35","-69.41"
"1674052004","-73.46","19.30","-69.19"
"1674052005","-73.29","19.23","-68.96"
"1674052006","-73.14","19.18","-68.78"
"1674052007","-72.96","19.11","-68.55"
"1674052008","-72.81","19.06","-68.36"
"1674052009","-72.63","18.99","-68.15"
"1674052010","-72.47","18.93","-67.97"
"1674052011","-72.29","18.86","-67.76"
"1674052012","-72.14","18.79","-67.59"
"1674052013","-71.94","18.71","-67.38"
"1674052014","-71.77","18.65","-67.21"
"1674052015","-71.57","18.57","-67.01"
"1674052016","-71.40","18.50","-66.85"
"1674052017","-71.20","18.41","-66.67"
"1674052018","-71.01","18.33","-66.49"
"1674052019","-70.86","18.26","-66.34"
"1674052020","-70.66","18.16","-66.17"
"1674052021","-70.50","18.09","-66.03"
"1674052022","-70.30","17.99","-65.88"
"1674052023","-70.14","17.91","-65.75"
"1674052024","-69.95","17.82","-65.60"
"1674052025","-69.79","17.74","-65.49"
"1674052026","-69.59","17.65","-65.34"
"1674052027","-69.43","17.58","-65.23"
"1674052028","-69.24","17.49","-65.10"
"1674052029","-69.08","17.41","-65.00"
"1674052030","-68.89","17.33","-64.88"
"1674052031","-68.74","17.25","-64.78"
"1674052032","-68.54","17.16","-64.66"
"1674052033","-68.39","17.09","-64.56"
"1674052034","-68.20","17.01","-64.45"
"1674052035","-68.05","16.94","-64.35"
"1674052036","-67.86","16.86","-64.24"
"1674052037","-67.71","16.79","-64.15"
"1674052038","-67.52","16.71","-64.04"
"1674052039","-67.34","16.63","-63.93"
"1674052040","-67.18","16.56","-63.85"
"1674052041","-67.01","16.50","-63.73"
"1674052042","-66.85","16.42","-63.66"
"1674052043","-66.67","16.34","-63.57"
"1674052044","-66.52","16.28","-63.49"
"1674052045","-66.34","16.20","-63.41"
"1674052046","-66.19","16.13","-63.34"
"1674052047","-66.01","16.06","-63.26"
"1674052048","-65.85","15.99","-63.20"
"1674052049","-65.66","15.91","-63.14"
"1674052050","-65.50","15.85","-63.08"
"1674052051","-65.31","15.77","-63.02"
"1674052052","-65.14","15.71","-62.97"
"1674052053","-64.95","15.63","-62.92"
"1674052054","-64.80","15.57","-62.87"
"1674052055","-64.62","15.48","-62.83"
"1674052056","-64.48","15.41","-62.79"
"1674052057","-64.30","15.34","-62.75"
"1674052058","-64.14","15.27","-62.71"
"1674052059","-64.00","15.21","-62.68"
"1674052060","-63.84","15.14","-62.64"
"1674052061","-63.71","15.09","-62.61"
"1674052062","-63.55","15.02","-62.58"
"1674052063","-63.42","14.96","-62.55"
"1674052064","-63.27","14.89","-62.51"
"1674052065","-63.14","14.84","-62.48"
"1674052066","-62.98","14.77","-62.44"
"1674052067","-62.84","14.71","-62.41"
"1674052068","-62.68","14.64","-62.38"
"1674052069","-62.54","14.59","-62.35"
"1674052070","-62.37","14.52","-62.31"
"1674052071","-62.22","14.46","-62.28"
"1674052072","-62.06","14.40","-62.25"
"1674052073","-61.92","14.34","-62.22"
"1674052074","-61.76","14.28","-62.19"
"1674052075","-61.63","14.22","-62.16"
"1674052076","-61.48","14.16","-62.12"
"1674052077","-61.33","14.10","-62.08"
"1674052078","-61.21","14.05","-62.05"
"1674052079","-61.06","13.99","-62.01"
"1674052080","-60.94","13.94","-61.97"
"1674052081","-60.79","13.89","-61.92"
"1674052082","-60.67","13.84","-61.88"
"1674052083","-60.52","13.78","-61.84"
"1674052084","-60.39","13.74","-61.80"
"1674052085","-60.24","13.68","-61.75"
"1674052086","-60.11","13.64","-61.72"
"1674052087","-59.97","13.60","-61.67"
"1674052088","-59.84","13.54","-61.63"
"1674052089","-59.70","13.49","-61.58"
"1674052090","-59.58","13.45","-61.54"
"1674052091","-59.43","13.40","-61.49"
"1674052092","-59.31","13.36","-61.45"
"1674052093","-59.17","13.31","-61.39"
"1674052094","-59.05","13.27","-61.34"
"1674052095","-58.91","13.22","-61.29"
"1674052096","-58.81","13.17","-61.24"
"1674052097","-58.67","13.13","-61.18"
"1674052098","-58.55","13.08","-61.12"
"1674052099","-58.45","13.05","-61.08"
"1674052100","-58.32","13.00","-61.02"
"1674052101","-58.22","12.96","-60.97"
"1674052102","-58.09","12.92","-60.91"
"1674052103","-57.99","12.89","-60.86"
"1674052104","-57.87","12.85","-60.80"
"1674052105","-57.78","12.81","-60.76"
"1674052106","-57.66","12.77","-60.70"
"1674052107","-57.56","12.74","-60.65"
"1674052108","-57.43","12.70","-60.60"
"1674052109","-57.33","12.66","-60.55"
"1674052110","-57.20","12.62","-60.50"
"1674052111","-57.08","12.59","-60.45"
"1674052112","-56.95","12.55","-60.39"
"1674052113","-56.84","12.51","-60.35"
"1674052114","-56.71","12.47","-60.30"
"1674052115","-56.59","12.44","-60.25"
"1674052116","-56.46","12.39","-60.19"
"1674052117","-56.34","12.35","-60.13"
"1674052118","-56.24","12.31","-60.08"
"1674052119","-56.11","12.28","-60.03"
"1674052120","-56.00","12.24","-59.97"
"1674052121","-55.88","12.20","-59.92"
"1674052122","-55.79","12.16","-59.87"
"1674052123","-55.68","12.12","-59.81"
"1674052124","-55.59","12.09","-59.76"
"1674052125","-55.48","12.05","-59.70"
"1674052126","-55.38","12.01","-59.65"
"1674052127","-55.27","11.97","-59.59"
"1674052128","-55.18","11.94","-59.54"
"1674052129","-55.07","11.91","-59.48"
"1674052130","-54.97","11.88","-59.43"
"1674052131","-54.86","11.84","-59.37"
"1674052132","-54.76","11.81","-59.32"
"1674052133","-54.64","11.78","-59.26"
"1674052134","-54.55","11.75","-59.21"
"1674052135","-54.44","11.71","-59.14"
"1674052136","-54.35","11.69","-59.09"
"1674052137","-54.24","11.65","-59.03"
"1674052138","-54.14","11.62","-58.97"
"1674052139","-54.05","11.59","-58.92"
"1674052140","-53.97","11.56","-58.86"
"1674052141","-53.87","11.54","-58.80"
"1674052142","-53.77","11.50","-58.74"
"1674052143","-53.68","11.47","-58.68"
"1674052144","-53.57","11.44","-58.62"
"1674052145","-53.48","11.42","-58.57"
"1674052146","-53.36","11.38","-58.51"
"1674052147","-53.27","11.35","-58.46"
"1674052148","-53.15","11.32","-58.39"
"1674052149","-53.05","11.29","-58.34"
"1674052150","-52.94","11.26","-58.27"
"1674052151","-52.86","11.24","-58.22"
"1674052152","-52.74","11.21","-58.16"
"1674052153","-52.66","11.18","-58.10"
"1674052154","-52.56","11.15","-58.04"
"1674052155","-52.48","11.13","-57.98"
"1674052156","-52.38","11.10","-57.92"
"1674052157","-52.29","11.07","-57.86"
"1674052158","-52.21","11.04","-57.80"
"1674052159","-52.11","11.01","-57.74"
"1674052160","-52.03","10.99","-57.68"
"1674052161","-51.95","10.96","-57.62"
"1674052162","-51.87","10.93","-57.57"
"1674052163","-51.78","10.91","-57.51"
"1674052164","-51.70","10.88","-57.46"
"1674052165","-51.61","10.85","-57.40"
"1674052166","-51.54","10.83","-57.35"
"1674052167","-51.45","10.80","-57.29"
"1674052168","-51.38","10.78","-57.23"
"1674052169","-51.28","10.75","-57.17"
"1674052170","-51.21","10.72","-57.12"
"1674052171","-51.12","10.70","-57.06"
"1674052172","-51.05","10.68","-57.01"
"1674052173","-50.97","10.65","-56.95"
"1674052174","-50.90","10.63","-56.90"
"1674052175","-50.82","10.60","-56.84"
"1674052176","-50.73","10.58","-56.78"
"1674052177","-50.67","10.56","-56.73"
"1674052178","-50.58","10.53","-56.67"
"1674052179","-50.51","10.51","-56.63"
"1674052180","-50.44","10.49","-56.57"
"1674052181","-50.36","10.47","-56.52"
"1674052182","-50.27","10.45","-56.46"
"1674052183","-50.20","10.43","-56.41"
"1674052184","-50.11","10.41","-56.36"
"1674052185","-50.03","10.39","-56.31"
"1674052186","-49.94","10.37","-56.26"
"1674052187","-49.87","10.36","-56.21"
"1674052188","-49.78","10.33","-56.16"
"1674052189","-49.71","10.31","-56.11"
"1674052190","-49.63","10.29","-56.06"
"1674052191","-49.55","10.27","-56.02"
"1674052192","-49.47","10.25","-55.96"
"1674052193","-49.39","10.23","-55.92"
"1674052194","-49.30","10.21","-55.87"
"1674052195","-49.23","10.19","-55.82"
"1674052196","-49.14","10.16","-55.77"
"1674052197","-49.05","10.14","-55.72"
"1674052198","-48.97","10.13","-55.68"
"1674052199","-48.89","10.11","-55.63"
"1674052200","-48.82","10.09","-55.59"
"1674052201","-48.74","10.07","-55.54"
"1674052202","-48.67","10.06","-55.49"
"1674052203","-48.60","10.04","-55.45"
"1674052204","-48.53","10.02","-55.41"
"1674052205","-48.46","10.00","-55.36"
"1674052206","-48.40","9.99","-55.32"
"1674052207","-48.32","9.97","-55.27"
"1674052208","-48.26","9.95","-55.24"
"1674052209","-48.18","9.93","-55.19"
"1674052210","-48.12","9.92","-55.15"
"1674052211","-48.05","9.89","-55.11"
"1674052212","-47.99","9.88","-55.07"
"1674052213","-47.92","9.85","-55.02"
"1674052214","-47.86","9.84","-54.99"
"1674052215","-47.79","9.82","-54.94"
"1674052216","-47.72","9.80","-54.90"
"1674052217","-47.66","9.78","-54.86"
"1674052218","-47.59","9.77","-54.82"
"1674052219","-47.54","9.75","-54.78"
"1674052220","-47.47","9.74","-54.73"
"1674052221","-47.42","9.72","-54.70"
"1674052222","-47.35","9.68","-54.68"
"1674052223","-47.30","9.67","-54.62"
"1674052224","-47.23","9.65","-54.58"
"1674052225","-47.17","9.64","-54.54"
"1674052226","-47.10","9.62","-54.50"
"1674052227","-47.04","9.60","-54.46"
"1674052228","-46.97","9.59","-54.42"
"1674052229","-46.91","9.57","-54.38"
"1674052230","-46.84","9.56","-54.33"
"1674052231","-46.79","9.54","-54.30"
"1674052232","-46.73","9.52","-54.26"
"1674052233","-46.67","9.51","-54.22"
"1674052234","-46.61","9.49","-54.18"
"1674052235","-46.55","9.47","-54.13"
"1674052236","-46.50","9.46","-54.10"
"1674052237","-46.43","9.44","-54.05"
"1674052238","-46.38","9.42","-54.02"
"1674052239","-46.31","9.41","-53.97"
"1674052240","-46.26","9.40","-53.93"
"1674052241","-46.20","9.38","-53.89"
"1674052242","-46.15","9.37","-53.85"
"1674052243","-46.08","9.35","-53.80"
"1674052244","-46.03","9.34","-53.77"
"1674052245","-45.97","9.32","-53.72"
"1674052246","-45.91","9.31","-53.69"
"1674052247","-45.85","9.30","-53.64"
"1674052248","-45.80","9.29","-53.60"
"1674052249","-45.73","9.28","-53.56"
"1674052250","-45.68","9.27","-53.52"
"1674052251","-45.62","9.26","-53.48"
"1674052252","-45.56","9.25","-53.44"
"1674052253","-45.50","9.24","-53.40"
"1674052254","-45.45","9.23","-53.36"
"1674052255","-45.39","9.22","-53.32"
"1674052256","-45.32","9.21","-53.28"
"1674052257","-45.27","9.20","-53.24"
"1674052258","-45.21","9.19","-53.20"
"1674052259","-45.16","9.18","-53.16"
"1674052260","-45.10","9.16","-53.11"
"1674052261","-45.05","9.15","-53.08"
"1674052262","-44.99","9.14","-53.03"
"1674052263","-44.94","9.13","-53.00"
"1674052264","-44.88","9.12","-52.95"
"1674052265","-44.83","9.11","-52.92"
"1674052266","-44.76","9.10","-52.87"
"1674052267","-44.71","9.08","-52.84"
"1674052268","-44.64","9.07","-52.79"
"1674052269","-44.58","9.06","-52.76"
"1674052270","-44.51","9.05","-52.72"
"1674052271","-44.46","9.04","-52.68"
"1674052272","-44.39","9.02","-52.64"
"1674052273","-44.33","9.02","-52.60"
"1674052274","-44.26","9.01","-52.56"
"1674052275","-44.19","9.00","-52.51"
"1674052276","-44.14","9.00","-52.48"
"1674052277","-44.07","8.99","-52.44"
"1674052278","-44.02","8.98","-52.40"
"1674052279","-43.96","8.97","-52.36"
