"","Differential 5 - 6 Last (mV)","Differential 7 - 8 Last (mV)","Differential 9 - 10 Last (mV)"
"1674049220","-46.00","-0.01","-5.93"
"1674049221","-46.00","0.59","-5.93"
"1674049222","-46.00","-0.32","-5.92"
"1674049223","-46.00","0.42","-5.92"
"1674049224","-46.00","0.40","-5.91"
"1674049225","-46.00","-0.02","-5.90"
"1674049226","-45.99","0.47","-5.91"
"1674049227","-45.99","0.29","-5.91"
"1674049228","-45.99","-1.20","-5.90"
"1674049229","-45.99","1.12","-5.88"
"1674049230","-45.99","-0.33","-5.87"
"1674049231","-45.99","0.89","-5.88"
"1674049232","-46.00","-0.17","-5.84"
"1674049233","-45.99","-0.06","-5.87"
"1674049234","-46.02","-0.49","-5.87"
"1674049235","-46.13","0.23","-5.88"
"1674049236","-45.89","0.67","-6.03"
"1674049237","-38.31","0.15","-5.63"
"1674049238","-29.00","-0.55","-5.06"
"1674049239","-19.48","0.04","-3.70"
"1674049240","-20.32","0.03","-1.18"
"1674049241","-25.51","-0.10","2.79"
"1674049242","-26.18","-0.14","4.42"
"1674049243","-26.36","0.17","4.78"
"1674049244","-25.66","0.16","4.13"
"1674049245","-27.98","0.13","4.53"
"1674049246","-27.72","-0.10","4.69"
"1674049247","-26.23","0.01","4.78"
"1674049248","-24.97","0.03","4.79"
"1674049249","-22.83","0.17","4.71"
"1674049250","-21.05","-0.09","4.66"
"1674049251","-19.51","0.43","4.51"
"1674049252","-18.61","0.23","4.29"
"1674049253","-17.91","0.18","4.01"
"1674049254","-17.48","0.09","3.87"
"1674049255","-17.06","0.12","3.52"
"1674049256","-16.65","0.00","3.13"
"1674049257","-16.32","0.34","2.85"
"1674049258","-15.88","0.19","2.05"
"1674049259","-15.61","0.36","2.37"
"1674049260","-15.31","0.37","2.17"
"1674049261","-15.13","-0.17","2.08"
"1674049262","-14.81","0.75","1.80"
"1674049263","-14.53","2.18","1.45"
"1674049264","-14.09","-0.03","3.03"
"1674049265","-13.19","-0.13","4.62"
"1674049266","-11.24","0.02","4.92"
"1674049267","-8.34","-0.07","5.48"
"1674049268","3.52","5.00","5.21"
"1674049269","10.23","0.56","4.56"
"1674049270","8.83","0.16","2.91"
"1674049271","7.09","0.19","3.80"
"1674049272","-11.66","0.10","50.61"
"1674049273","-7.77","0.08","0.40"
"1674049274","13.38","0.09","0.15"
"1674049275","-0.96","1.49","-2.66"
"1674049276","-2.68","0.48","0.67"
"1674049277","-0.14","2.82","2.92"
"1674049278","0.34","0.15","0.13"
"1674049279","-0.93","0.02","0.85"
"1674049280","-1.83","4.35","0.76"
"1674049281","-3.32","-0.26","0.27"
"1674049282","-3.20","0.83","0.51"
"1674049283","-3.91","0.75","0.58"
"1674049284","-5.47","0.80","0.15"
"1674049285","-6.44","0.64","0.10"
"1674049286","-7.87","0.19","0.50"
"1674049287","-8.81","-1.13","0.38"
"1674049288","-10.32","-0.14","0.08"
"1674049289","-12.00","-0.09","109.35"
"1674049290","-13.30","0.15","2.51"
"1674049291","-14.77","0.09","50.83"
"1674049292","-15.90","0.09","82.60"
"1674049293","-17.32","-0.13","62.47"
"1674049294","-18.38","-0.91","-29.97"
"1674049295","-19.66","-0.06","-10.30"
"1674049296","-20.85","-0.77","-14.92"
"1674049297","-21.79","-0.04","-14.45"
"1674049298","-22.85","-0.22","-13.65"
"1674049299","-23.70","-0.08","-12.85"
"1674049300","-24.67","-0.01","-11.77"
"1674049301","-25.45","0.08","-10.89"
"1674049302","-26.34","0.05","-9.90"
"1674049303","-27.06","0.05","-9.12"
"1674049304","-27.89","1.28","-8.27"
"1674049305","-28.55","-0.70","-7.58"
"1674049306","-29.32","-0.21","-6.86"
"1674049307","-29.95","0.10","-6.33"
"1674049308","-30.68","0.05","-5.77"
"1674049309","-31.27","0.18","-5.37"
"1674049310","-31.95","0.07","-4.93"
"1674049311","-32.50","-0.40","-4.60"
"1674049312","-33.15","-0.08","-4.25"
"1674049313","-33.67","-0.41","-3.99"
"1674049314","-34.27","-0.02","-3.73"
"1674049315","-34.85","0.10","-3.50"
"1674049316","-35.33","0.07","-3.33"
"1674049317","-35.88","0.20","-3.15"
"1674049318","-36.32","0.04","-3.00"
"1674049319","-36.85","-0.24","-2.86"
"1674049320","-37.27","0.18","-2.75"
"1674049321","-37.76","0.41","-2.63"
"1674049322","-38.16","-0.09","-2.55"
"1674049323","-38.63","0.17","-2.47"
"1674049324","-39.01","0.13","-2.41"
"1674049325","-39.46","-0.11","-2.32"
"1674049326","-39.82","0.20","-2.27"
"1674049327","-40.24","0.14","-2.22"
"1674049328","-40.59","-0.09","-2.19"
"1674049329","-40.98","0.05","-2.17"
"1674049330","-41.31","0.13","-2.15"
"1674049331","-41.69","0.12","-2.14"
"1674049332","-42.00","0.03","-2.15"
"1674049333","-42.37","0.06","-2.15"
"1674049334","-42.67","-0.19","-2.16"
"1674049335","-43.03","-0.11","-2.17"
"1674049336","-43.36","-0.09","-2.20"
"1674049337","-43.61","0.18","-2.21"
"1674049338","-43.92","0.14","-2.23"
"1674049339","-44.18","0.01","-2.26"
"1674049340","-44.49","-0.07","-2.29"
"1674049341","-44.74","0.03","-2.32"
"1674049342","-45.03","0.10","-2.36"
"1674049343","-45.27","-0.01","-2.39"
"1674049344","-45.55","-0.06","-2.42"
"1674049345","-45.77","0.03","-2.45"
"1674049346","-46.04","0.09","-2.49"
"1674049347","-46.26","-0.01","-2.52"
"1674049348","-46.51","-0.06","-2.56"
"1674049349","-46.72","0.02","-2.59"
"1674049350","-46.96","0.07","-2.62"
"1674049351","-47.16","-0.01","-2.65"
"1674049352","-47.39","-0.02","-2.69"
"1674049353","-47.58","-0.06","-2.72"
"1674049354","-47.80","0.11","-2.77"
"1674049355","-48.02","-0.02","-2.81"
"1674049356","-48.20","-0.06","-2.84"
"1674049357","-48.41","0.04","-2.88"
"1674049358","-48.57","0.07","-2.92"
"1674049359","-48.77","0.02","-2.96"
"1674049360","-48.93","-0.05","-2.99"
"1674049361","-49.12","0.05","-3.03"
"1674049362","-49.28","0.07","-3.07"
"1674049363","-49.46","-0.05","-3.11"
"1674049364","-49.61","-0.07","-3.14"
"1674049365","-49.79","0.06","-3.18"
"1674049366","-49.93","0.33","-3.21"
"1674049367","-50.09","0.09","-3.25"
"1674049368","-50.22","-0.13","-3.28"
"1674049369","-50.38","0.03","-3.31"
"1674049370","-50.52","0.11","-3.35"
"1674049371","-50.67","-0.03","-3.38"
"1674049372","-50.79","-0.18","-3.41"
"1674049373","-50.94","0.21","-3.45"
"1674049374","-51.08","0.15","-3.50"
"1674049375","-51.18","-0.22","-3.49"
"1674049376","-51.32","-0.07","-3.52"
"1674049377","-51.44","0.03","-3.55"
"1674049378","-51.55","0.90","-3.55"
"1674049379","-51.64","-0.04","-3.56"
"1674049380","-51.76","-0.10","-3.58"
"1674049381","-51.86","0.07","-3.60"
"1674049382","-51.99","0.06","-3.63"
"1674049383","-52.08","-0.05","-3.65"
"1674049384","-52.18","-0.07","-3.67"
"1674049385","-52.27","0.06","-3.69"
"1674049386","-52.38","-0.04","-3.70"
"1674049387","-52.46","-0.07","-3.72"
"1674049388","-52.55","0.03","-3.73"
"1674049389","-52.64","0.07","-3.76"
"1674049390","-52.75","0.03","-3.80"
"1674049391","-52.84","-0.06","-3.82"
"1674049392","-52.93","-0.01","-3.84"
"1674049393","-53.03","0.06","-3.87"
"1674049394","-53.10","0.08","-3.90"
"1674049395","-53.18","-0.07","-3.93"
"1674049396","-53.23","-0.02","-3.94"
"1674049397","-53.31","0.06","-3.98"
"1674049398","-53.36","0.02","-4.00"
"1674049399","-53.43","-0.14","-4.00"
"1674049400","-53.49","0.05","-4.02"
"1674049401","-53.56","0.06","-4.05"
"1674049402","-53.62","-0.03","-4.06"
"1674049403","-53.69","-0.36","-4.08"
"1674049404","-53.75","0.15","-4.10"
"1674049405","-53.82","0.14","-4.12"
"1674049406","-53.87","0.02","-4.14"
"1674049407","-53.93","-0.05","-4.16"
"1674049408","-53.98","-0.69","-4.17"
"1674049409","-54.04","0.04","-4.20"
"1674049410","-54.10","0.14","-4.22"
"1674049411","-54.14","-0.18","-4.23"
"1674049412","-54.19","-0.13","-4.25"
"1674049413","-54.24","0.03","-4.26"
"1674049414","-54.29","-0.04","-4.28"
"1674049415","-54.33","0.03","-4.29"
"1674049416","-54.37","0.02","-4.31"
"1674049417","-54.41","0.06","-4.32"
"1674049418","-54.45","-0.02","-4.34"
"1674049419","-54.49","-0.05","-4.35"
"1674049420","-54.53","-0.01","-4.36"
"1674049421","-54.55","0.06","-4.37"
"1674049422","-54.59","-0.03","-4.38"
"1674049423","-54.61","-0.07","-4.39"
"1674049424","-54.65","0.04","-4.41"
"1674049425","-54.68","0.05","-4.42"
"1674049426","-54.71","-0.06","-4.43"
"1674049427","-54.73","-0.07","-4.44"
"1674049428","-54.76","0.05","-4.45"
"1674049429","-54.79","0.07","-4.46"
"1674049430","-54.81","-0.06","-4.47"
"1674049431","-54.83","-0.06","-4.48"
"1674049432","-54.86","0.06","-4.49"
"1674049433","-54.88","0.04","-4.50"
"1674049434","-54.90","-0.07","-4.51"
"1674049435","-54.92","-0.01","-4.52"
"1674049436","-54.94","0.09","-4.53"
"1674049437","-54.96","-0.02","-4.54"
"1674049438","-54.98","-0.08","-4.55"
"1674049439","-55.00","0.03","-4.56"
"1674049440","-55.02","0.07","-4.57"
"1674049441","-55.04","-0.05","-4.58"
"1674049442","-55.05","-0.06","-4.58"
"1674049443","-55.07","0.06","-4.59"
"1674049444","-55.09","0.04","-4.59"
"1674049445","-55.10","-0.07","-4.60"
"1674049446","-55.12","-0.02","-4.61"
"1674049447","-55.13","-0.18","-4.61"
"1674049448","-55.15","-0.07","-4.62"
"1674049449","-55.16","0.06","-4.62"
"1674049450","-55.16","0.05","-4.61"
"1674049451","-55.17","0.08","-4.62"
"1674049452","-55.18","-0.02","-4.63"
"1674049453","-55.20","-0.12","-4.63"
"1674049454","-55.23","0.18","-4.62"
"1674049455","-55.24","0.06","-4.62"
"1674049456","-55.25","-0.08","-4.62"
"1674049457","-55.26","-0.11","-4.63"
"1674049458","-55.27","0.08","-4.63"
"1674049459","-55.27","0.06","-4.63"
"1674049460","-55.28","-0.08","-4.64"
"1674049461","-55.28","0.17","-4.63"
"1674049462","-55.29","0.09","-4.64"
"1674049463","-55.29","0.07","-4.64"
"1674049464","-55.30","-0.12","-4.64"
"1674049465","-55.31","0.01","-4.64"
"1674049466","-55.32","0.08","-4.64"
"1674049467","-55.32","-0.02","-4.65"
"1674049468","-55.33","-0.08","-4.64"
"1674049469","-55.34","0.03","-4.64"
"1674049470","-55.35","0.49","-4.63"
"1674049471","-55.35","0.02","-4.64"
"1674049472","-55.35","-0.09","-4.64"
"1674049473","-55.35","0.04","-4.64"
"1674049474","-55.34","0.07","-4.64"
"1674049475","-55.34","-0.05","-4.64"
"1674049476","-55.34","-0.12","-4.64"
"1674049477","-55.34","0.06","-4.64"
"1674049478","-55.35","0.02","-4.64"
"1674049479","-55.36","0.01","-4.64"
"1674049480","-55.36","-0.22","-4.64"
"1674049481","-55.36","0.05","-4.64"
"1674049482","-55.36","0.04","-4.64"
"1674049483","-55.36","-0.58","-4.63"
"1674049484","-55.37","-0.05","-4.64"
"1674049485","-55.38","0.30","-4.64"
"1674049486","-55.39","0.09","-4.64"
"1674049487","-55.40","-0.05","-4.64"
"1674049488","-55.40","-0.08","-4.63"
"1674049489","-55.41","0.06","-4.63"
"1674049490","-55.42","0.04","-4.63"
"1674049491","-55.42","-0.06","-4.63"
"1674049492","-55.42","-0.06","-4.63"
"1674049493","-55.42","0.06","-4.63"
"1674049494","-55.43","0.01","-4.63"
"1674049495","-55.43","-0.06","-4.63"
"1674049496","-55.44","-0.03","-4.63"
"1674049497","-55.44","0.05","-4.63"
"1674049498","-55.45","0.25","-4.63"
"1674049499","-55.45","-0.17","-4.63"
"1674049500","-55.45","-0.04","-4.62"
"1674049501","-55.46","0.50","-4.63"
"1674049502","-55.46","0.02","-4.62"
"1674049503","-55.46","-0.03","-4.61"
"1674049504","-55.47","0.03","-4.62"
"1674049505","-55.48","0.08","-4.60"
"1674049506","-55.48","-0.04","-4.60"
"1674049507","-55.47","0.18","-4.60"
"1674049508","-55.48","0.01","-4.59"
"1674049509","-55.48","0.44","-4.60"
"1674049510","-55.49","-0.10","-4.59"
"1674049511","-55.49","-0.10","-4.59"
"1674049512","-55.50","-0.95","-4.58"
"1674049513","-55.52","0.06","-4.58"
"1674049514","-55.52","-0.05","-4.57"
"1674049515","-55.53","-0.38","-4.57"
"1674049516","-55.54","0.06","-4.57"
"1674049517","-55.54","0.52","-4.56"
"1674049518","-55.53","-0.04","-4.57"
"1674049519","-55.54","-0.09","-4.57"
"1674049520","-55.56","0.22","-4.56"
"1674049521","-55.57","0.06","-4.56"
"1674049522","-55.56","-0.04","-4.57"
"1674049523","-55.56","0.08","-4.55"
"1674049524","-55.57","-0.01","-4.56"
"1674049525","-55.58","0.08","-4.55"
"1674049526","-55.59","0.04","-4.55"
"1674049527","-55.60","-0.11","-4.54"
"1674049528","-55.60","0.05","-4.54"
"1674049529","-55.61","0.08","-4.54"
"1674049530","-55.62","-0.01","-4.54"
"1674049531","-55.63","-0.07","-4.53"
"1674049532","-55.63","0.02","-4.53"
"1674049533","-55.64","0.04","-4.52"
"1674049534","-55.65","0.10","-4.52"
"1674049535","-55.65","0.01","-4.52"
"1674049536","-55.66","-0.31","-4.50"
"1674049537","-55.66","0.09","-4.51"
"1674049538","-55.66","-0.16","-4.50"
"1674049539","-55.65","-0.19","-4.50"
"1674049540","-55.64","-0.36","-4.48"
"1674049541","-55.64","0.08","-4.49"
"1674049542","-55.65","-0.07","-4.48"
"1674049543","-55.66","-0.06","-4.48"
"1674049544","-55.67","0.08","-4.47"
"1674049545","-55.68","0.07","-4.48"
"1674049546","-55.69","-0.04","-4.48"
"1674049547","-55.70","-0.10","-4.47"
"1674049548","-55.71","0.02","-4.47"
"1674049549","-55.71","0.00","-4.48"
"1674049550","-55.72","0.01","-4.48"
"1674049551","-55.72","-0.10","-4.47"
"1674049552","-55.73","0.08","-4.47"
"1674049553","-55.73","0.03","-4.46"
"1674049554","-55.74","0.00","-4.46"
"1674049555","-55.74","-0.02","-4.45"
"1674049556","-55.74","-0.23","-4.44"
"1674049557","-55.74","-0.61","-4.44"
"1674049558","-55.74","-0.19","-4.44"
"1674049559","-55.74","0.03","-4.44"
"1674049560","-55.74","0.04","-4.44"
"1674049561","-55.74","-0.04","-4.44"
"1674049562","-55.74","-0.06","-4.44"
"1674049563","-55.74","0.07","-4.44"
"1674049564","-55.75","0.03","-4.44"
"1674049565","-55.75","-0.08","-4.43"
"1674049566","-55.75","-0.01","-4.43"
"1674049567","-55.76","0.07","-4.43"
"1674049568","-55.76","-0.01","-4.43"
"1674049569","-55.77","-0.06","-4.43"
"1674049570","-55.77","-0.02","-4.43"
"1674049571","-55.78","0.08","-4.43"
"1674049572","-55.79","-0.04","-4.43"
"1674049573","-55.79","-0.10","-4.43"
"1674049574","-55.80","0.04","-4.42"
"1674049575","-55.81","0.05","-4.42"
"1674049576","-55.82","-0.06","-4.41"
"1674049577","-55.83","-0.06","-4.41"
"1674049578","-55.84","0.04","-4.40"
"1674049579","-55.85","0.01","-4.39"
"1674049580","-55.86","-0.07","-4.38"
"1674049581","-55.86","0.00","-4.38"
"1674049582","-55.86","0.06","-4.37"
"1674049583","-55.87","0.02","-4.36"
"1674049584","-55.89","-0.06","-4.36"
"1674049585","-55.90","-0.02","-4.36"
"1674049586","-55.92","0.05","-4.36"
"1674049587","-55.93","0.01","-4.36"
"1674049588","-55.94","-0.05","-4.36"
"1674049589","-55.95","-0.01","-4.35"
"1674049590","-55.97","0.05","-4.35"
"1674049591","-55.98","0.01","-4.34"
"1674049592","-55.99","-0.06","-4.34"
"1674049593","-56.00","0.11","-4.33"
"1674049594","-56.02","0.07","-4.33"
"1674049595","-56.03","-0.02","-4.32"
"1674049596","-56.04","-0.07","-4.32"
"1674049597","-56.05","0.01","-4.32"
"1674049598","-56.06","0.05","-4.32"
"1674049599","-56.07","-0.02","-4.32"
"1674049600","-56.07","-0.06","-4.31"
"1674049601","-56.08","0.01","-4.31"
"1674049602","-56.09","0.05","-4.31"
"1674049603","-56.10","-0.02","-4.31"
"1674049604","-56.10","-0.07","-4.30"
"1674049605","-56.11","0.02","-4.30"
"1674049606","-56.11","0.04","-4.29"
"1674049607","-56.12","-0.01","-4.29"
"1674049608","-56.12","-0.06","-4.29"
"1674049609","-56.12","0.02","-4.28"
"1674049610","-56.12","0.05","-4.29"
"1674049611","-56.12","-0.03","-4.28"
"1674049612","-56.12","-0.05","-4.28"
"1674049613","-56.12","-0.18","-4.27"
"1674049614","-56.12","0.19","-4.27"
"1674049615","-56.12","0.07","-4.27"
"1674049616","-56.12","-0.11","-4.26"
"1674049617","-56.12","0.17","-4.27"
"1674049618","-56.11","-0.01","-4.25"
"1674049619","-56.11","-0.08","-4.25"
"1674049620","-56.11","-0.05","-4.25"
"1674049621","-56.10","0.18","-4.24"
"1674049622","-56.09","-0.19","-4.23"
"1674049623","-56.09","-0.12","-4.23"
"1674049624","-56.09","0.15","-4.23"
"1674049625","-56.09","-0.06","-4.22"
"1674049626","-56.10","-0.05","-4.22"
"1674049627","-56.10","-0.16","-4.21"
"1674049628","-56.10","0.26","-4.22"
"1674049629","-56.11","0.18","-4.22"
"1674049630","-56.11","0.10","-4.20"
"1674049631","-56.11","-0.32","-4.19"
"1674049632","-56.11","0.34","-4.21"
"1674049633","-56.12","-0.20","-4.20"
"1674049634","-56.12","0.18","-4.20"
"1674049635","-56.12","-0.03","-4.20"
"1674049636","-56.12","0.10","-4.19"
"1674049637","-56.12","0.14","-4.19"
"1674049638","-56.12","0.01","-4.19"
"1674049639","-56.13","-0.01","-4.18"
"1674049640","-56.13","0.07","-4.17"
"1674049641","-56.13","-0.11","-4.16"
"1674049642","-56.14","-0.07","-4.16"
"1674049643","-56.14","-0.16","-4.15"
"1674049644","-56.14","0.04","-4.15"
"1674049645","-56.14","0.23","-4.15"
"1674049646","-56.14","-0.11","-4.14"
"1674049647","-56.14","-0.70","-4.13"
"1674049648","-56.15","-0.52","-4.12"
"1674049649","-56.15","0.84","-4.14"
"1674049650","-56.16","0.50","-4.15"
"1674049651","-56.16","-0.08","-4.11"
"1674049652","-56.16","0.08","-4.12"
"1674049653","-56.16","-0.02","-4.12"
"1674049654","-56.16","-0.01","-4.11"
"1674049655","-56.16","0.09","-4.11"
"1674049656","-56.16","0.03","-4.11"
"1674049657","-56.16","-0.06","-4.11"
"1674049658","-56.16","-0.01","-4.10"
"1674049659","-56.16","0.05","-4.10"
"1674049660","-56.16","0.00","-4.10"
"1674049661","-56.16","-0.06","-4.09"
"1674049662","-56.16","0.04","-4.09"
"1674049663","-56.16","0.04","-4.09"
"1674049664","-56.16","0.00","-4.08"
"1674049665","-56.16","-0.05","-4.08"
"1674049666","-56.16","0.03","-4.07"
"1674049667","-56.16","0.03","-4.07"
"1674049668","-56.16","-0.07","-4.06"
"1674049669","-56.16","-0.04","-4.06"
"1674049670","-56.16","-1.16","-4.04"
"1674049671","-56.15","0.54","-4.05"
"1674049672","-56.15","0.04","-4.04"
"1674049673","-56.15","0.13","-4.04"
"1674049674","-56.15","0.07","-4.04"
"1674049675","-56.14","-0.07","-4.04"
"1674049676","-56.14","0.01","-4.04"
"1674049677","-56.14","0.13","-4.03"
"1674049678","-56.14","0.13","-4.04"
"1674049679","-56.14","-0.04","-4.04"
"1674049680","-56.14","-0.04","-4.03"
"1674049681","-56.14","0.04","-4.03"
"1674049682","-56.14","0.02","-4.03"
"1674049683","-56.14","-0.07","-4.02"
"1674049684","-56.14","-0.01","-4.02"
"1674049685","-56.12","0.15","-4.01"
"1674049686","-56.11","-0.08","-4.00"
"1674049687","-56.10","0.04","-4.00"
"1674049688","-56.11","0.06","-3.99"
"1674049689","-56.11","-0.06","-3.98"
"1674049690","-56.11","-0.02","-3.97"
"1674049691","-56.12","0.06","-3.96"
"1674049692","-56.12","-0.02","-3.96"
"1674049693","-56.12","-0.07","-3.95"
"1674049694","-56.12","0.04","-3.94"
"1674049695","-56.12","0.20","-3.94"
"1674049696","-56.12","-0.13","-3.94"
"1674049697","-56.12","-0.02","-3.94"
"1674049698","-56.13","0.13","-3.93"
"1674049699","-56.13","0.01","-3.93"
"1674049700","-56.13","-0.09","-3.92"
"1674049701","-56.13","0.07","-3.92"
"1674049702","-56.13","0.07","-3.92"
"1674049703","-56.13","-0.04","-3.93"
"1674049704","-56.13","-0.08","-3.93"
"1674049705","-56.14","0.14","-3.93"
"1674049706","-56.14","0.07","-3.93"
"1674049707","-56.14","-0.11","-3.93"
"1674049708","-56.14","0.01","-3.92"
"1674049709","-56.14","0.05","-3.92"
"1674049710","-56.14","-0.04","-3.92"
"1674049711","-56.13","-0.06","-3.92"
"1674049712","-56.13","0.06","-3.92"
"1674049713","-56.13","0.01","-3.91"
"1674049714","-56.13","-0.08","-3.91"
"1674049715","-56.13","0.02","-3.91"
"1674049716","-56.12","0.06","-3.91"
"1674049717","-56.12","-0.07","-3.90"
"1674049718","-56.12","-0.04","-3.90"
"1674049719","-56.11","-0.04","-3.90"
"1674049720","-56.11","0.03","-3.89"
"1674049721","-56.09","-0.26","-3.89"
"1674049722","-56.08","-0.42","-3.89"
"1674049723","-56.08","0.04","-3.88"
"1674049724","-56.08","-0.14","-3.87"
"1674049725","-56.08","0.01","-3.87"
"1674049726","-56.07","0.40","-3.86"
"1674049727","-56.05","-0.26","-3.87"
"1674049728","-56.04","0.05","-3.87"
"1674049729","-56.04","0.12","-3.87"
"1674049730","-56.04","0.01","-3.86"
"1674049731","-56.04","-0.05","-3.85"
"1674049732","-56.04","0.02","-3.85"
"1674049733","-56.04","0.06","-3.84"
"1674049734","-56.04","-0.05","-3.83"
"1674049735","-56.04","-0.05","-3.83"
"1674049736","-56.04","0.11","-3.82"
"1674049737","-56.04","0.01","-3.82"
"1674049738","-56.05","-0.07","-3.81"
"1674049739","-56.05","0.01","-3.81"
"1674049740","-56.05","0.05","-3.80"
"1674049741","-56.05","-0.05","-3.79"
"1674049742","-56.06","-0.03","-3.79"
"1674049743","-56.07","0.06","-3.78"
"1674049744","-56.07","0.00","-3.78"
"1674049745","-56.08","-0.07","-3.77"
"1674049746","-56.09","0.03","-3.77"
"1674049747","-56.10","0.00","-3.76"
"1674049748","-56.10","-0.02","-3.75"
"1674049749","-56.11","-0.01","-3.75"
"1674049750","-56.12","0.06","-3.74"
"1674049751","-56.13","-0.02","-3.73"
"1674049752","-56.14","-0.06","-3.73"
"1674049753","-56.15","0.04","-3.72"
"1674049754","-56.16","0.06","-3.72"
"1674049755","-56.16","-0.06","-3.71"
"1674049756","-56.17","-0.03","-3.70"
"1674049757","-56.18","0.07","-3.70"
"1674049758","-56.18","-0.01","-3.69"
"1674049759","-56.19","-0.07","-3.69"
"1674049760","-56.19","0.02","-3.68"
"1674049761","-56.19","0.05","-3.67"
"1674049762","-56.20","-0.05","-3.67"
"1674049763","-56.20","-0.04","-3.66"
"1674049764","-56.20","0.06","-3.66"
"1674049765","-56.20","0.01","-3.65"
"1674049766","-56.21","-0.08","-3.65"
"1674049767","-56.20","0.01","-3.64"
"1674049768","-56.20","0.06","-3.63"
"1674049769","-56.20","-0.06","-3.63"
"1674049770","-56.20","-0.07","-3.63"
"1674049771","-56.20","0.04","-3.62"
"1674049772","-56.20","0.05","-3.62"
"1674049773","-56.20","-0.08","-3.61"
"1674049774","-56.20","-0.04","-3.61"
"1674049775","-56.20","0.09","-3.60"
"1674049776","-56.20","-0.02","-3.60"
"1674049777","-56.20","-0.03","-3.60"
"1674049778","-56.20","-0.04","-3.59"
"1674049779","-56.20","0.07","-3.59"
"1674049780","-56.20","-0.04","-3.59"
"1674049781","-56.20","-0.05","-3.59"
"1674049782","-56.20","0.05","-3.58"
"1674049783","-56.20","0.02","-3.58"
"1674049784","-56.20","-0.07","-3.58"
"1674049785","-56.20","-0.04","-3.57"
"1674049786","-56.20","0.01","-3.57"
"1674049787","-56.19","0.07","-3.57"
"1674049788","-56.19","-0.09","-3.56"
"1674049789","-56.18","0.07","-3.56"
"1674049790","-56.18","0.06","-3.55"
"1674049791","-56.18","-0.06","-3.55"
"1674049792","-56.18","-0.06","-3.55"
"1674049793","-56.18","-0.05","-3.54"
"1674049794","-56.17","0.02","-3.54"
"1674049795","-56.17","-0.02","-3.54"
"1674049796","-56.17","-0.03","-3.53"
"1674049797","-56.16","0.06","-3.53"
"1674049798","-56.16","-0.01","-3.53"
"1674049799","-56.16","-0.07","-3.52"
"1674049800","-56.15","0.02","-3.52"
"1674049801","-56.15","0.05","-3.52"
"1674049802","-56.14","-0.11","-3.51"
"1674049803","-56.14","-0.35","-3.50"
"1674049804","-56.14","0.20","-3.50"
"1674049805","-56.14","0.11","-3.49"
"1674049806","","",""
"1674049807","","",""
"1674049808","","",""
