"","Differential 5 - 6 Last (mV)","Differential 7 - 8 Last (mV)","Differential 9 - 10 Last (mV)"
"1674048831","-46.18","10.50","-6.30"
"1674048832","-46.17","10.50","-6.30"
"1674048833","-46.17","10.50","-6.30"
"1674048834","-46.17","10.50","-6.30"
"1674048835","-46.16","10.51","-6.30"
"1674048836","-46.16","10.51","-6.30"
"1674048837","-46.16","10.51","-6.30"
"1674048838","-46.16","10.50","-6.30"
"1674048839","-46.16","10.50","-6.30"
"1674048840","-46.16","10.50","-6.29"
"1674048841","-46.16","10.50","-6.30"
"1674048842","-46.16","10.49","-6.30"
"1674048843","-46.16","10.49","-6.30"
"1674048844","-46.16","10.49","-6.30"
"1674048845","-46.16","10.49","-6.29"
"1674048846","-46.16","10.48","-6.30"
"1674048847","-46.16","10.48","-6.30"
"1674048848","-46.16","10.48","-6.28"
"1674048849","-46.16","10.48","-6.28"
"1674048850","-46.16","10.48","-6.28"
"1674048851","-46.16","10.48","-6.27"
"1674048852","-46.15","10.48","-6.27"
"1674048853","-46.15","10.48","-6.27"
"1674048854","-46.15","10.48","-6.27"
"1674048855","-46.15","10.47","-6.27"
"1674048856","-46.14","10.47","-6.26"
"1674048857","-46.13","10.47","-6.26"
"1674048858","-46.12","10.48","-6.26"
"1674048859","-46.11","10.48","-6.26"
"1674048860","-46.11","10.48","-6.26"
"1674048861","-46.09","10.48","-6.26"
"1674048862","-46.08","10.48","-6.26"
"1674048863","-46.07","10.48","-6.26"
"1674048864","-46.05","10.48","-6.25"
"1674048865","-46.04","10.49","-6.25"
"1674048866","-46.02","10.49","-6.25"
"1674048867","-46.00","10.49","-6.25"
"1674048868","-45.98","10.49","-6.25"
"1674048869","-45.96","10.49","-6.24"
"1674048870","-45.94","10.49","-6.25"
"1674048871","-45.93","10.50","-6.24"
"1674048872","-45.91","10.50","-6.24"
"1674048873","-45.89","10.50","-6.24"
"1674048874","-45.88","10.50","-6.23"
"1674048875","-45.86","10.50","-6.24"
"1674048876","-45.85","10.50","-6.23"
"1674048877","-45.84","10.50","-6.22"
"1674048878","-45.83","10.50","-6.21"
"1674048879","-45.82","10.50","-6.21"
"1674048880","-45.81","10.50","-6.20"
"1674048881","-45.81","10.50","-6.20"
"1674048882","-45.80","10.50","-6.21"
"1674048883","-45.80","10.50","-6.21"
"1674048884","-45.80","10.50","-6.22"
"1674048885","-45.80","10.50","-6.22"
"1674048886","-45.81","10.51","-6.22"
"1674048887","-45.81","10.50","-6.22"
"1674048888","-45.82","10.50","-6.21"
"1674048889","-45.84","10.49","-6.21"
"1674048890","-45.86","10.49","-6.20"
"1674048891","-45.87","10.49","-6.20"
"1674048892","-45.89","10.48","-6.20"
"1674048893","-45.89","10.48","-6.20"
"1674048894","-45.91","10.48","-6.20"
"1674048895","-45.92","10.48","-6.19"
"1674048896","-45.93","10.47","-6.19"
"1674048897","-45.94","10.47","-6.19"
"1674048898","-45.95","10.48","-6.19"
"1674048899","-45.96","10.47","-6.19"
"1674048900","-45.97","10.47","-6.19"
"1674048901","-45.98","10.47","-6.19"
"1674048902","-45.98","10.48","-6.19"
"1674048903","-45.99","10.48","-6.19"
"1674048904","-46.00","10.47","-6.18"
"1674048905","-46.01","10.48","-6.18"
"1674048906","-46.01","10.48","-6.18"
"1674048907","-46.02","10.48","-6.18"
"1674048908","-46.02","10.47","-6.18"
"1674048909","-46.03","10.47","-6.18"
"1674048910","-46.04","10.47","-6.18"
"1674048911","-46.05","10.47","-6.18"
"1674048912","-46.06","10.47","-6.18"
"1674048913","-46.06","10.47","-6.18"
"1674048914","-46.07","10.47","-6.18"
"1674048915","-46.07","10.47","-6.17"
"1674048916","-46.08","10.47","-6.17"
"1674048917","-46.12","10.47","-6.17"
"1674048918","-46.37","10.47","-6.17"
"1674048919","-46.46","10.47","-6.17"
"1674048920","-46.55","10.47","-6.17"
"1674048921","-46.60","10.47","-6.17"
"1674048922","-46.63","10.47","-6.17"
"1674048923","-46.65","10.47","-6.17"
"1674048924","-46.67","10.47","-6.16"
"1674048925","-46.69","10.47","-6.16"
"1674048926","-46.70","10.47","-6.16"
"1674048927","-46.73","10.47","-6.16"
"1674048928","-46.74","10.47","-6.16"
"1674048929","-46.75","10.47","-6.16"
"1674048930","-46.76","10.47","-6.16"
"1674048931","-46.77","10.47","-6.15"
"1674048932","-46.78","10.47","-6.15"
"1674048933","-46.80","10.47","-6.15"
"1674048934","-46.81","10.47","-6.15"
"1674048935","-46.81","10.47","-6.15"
"1674048936","-46.82","10.46","-6.15"
"1674048937","-46.82","10.46","-6.15"
"1674048938","-46.83","10.46","-6.14"
"1674048939","-46.83","10.46","-6.15"
"1674048940","-46.83","10.46","-6.15"
"1674048941","-46.83","10.46","-6.15"
"1674048942","-46.83","10.46","-6.15"
"1674048943","-46.83","10.45","-6.15"
"1674048944","-46.83","10.45","-6.15"
"1674048945","-46.83","10.46","-6.14"
"1674048946","-46.83","10.46","-6.14"
"1674048947","-46.83","10.46","-6.14"
"1674048948","-46.83","10.45","-6.14"
"1674048949","-46.83","10.45","-6.14"
"1674048950","-46.83","10.45","-6.14"
"1674048951","-46.83","10.45","-6.14"
"1674048952","-46.83","10.45","-6.14"
"1674048953","-46.83","10.45","-6.14"
"1674048954","-46.83","10.45","-6.14"
"1674048955","-46.82","10.45","-6.14"
"1674048956","-46.82","10.45","-6.14"
"1674048957","-46.82","10.45","-6.14"
"1674048958","-46.82","10.44","-6.13"
"1674048959","-46.82","10.45","-6.13"
"1674048960","-46.81","10.45","-6.14"
"1674048961","-46.81","10.44","-6.14"
"1674048962","-46.81","10.44","-6.13"
"1674048963","-46.81","10.44","-6.13"
"1674048964","-46.80","10.44","-6.13"
"1674048965","-46.80","10.44","-6.13"
"1674048966","-46.80","10.44","-6.13"
"1674048967","-46.80","10.44","-6.13"
"1674048968","-46.80","10.44","-6.10"
"1674048969","-46.79","10.44","-6.10"
"1674048970","-46.80","10.45","-6.09"
"1674048971","-46.78","10.44","-6.10"
"1674048972","-46.78","10.44","-6.11"
"1674048973","-46.78","10.43","-6.12"
"1674048974","-46.77","10.43","-6.11"
"1674048975","-46.77","10.43","-6.11"
"1674048976","-46.77","10.43","-6.12"
"1674048977","-46.76","10.43","-6.11"
"1674048978","-46.76","10.43","-6.11"
"1674048979","-46.76","10.43","-6.11"
"1674048980","-46.75","10.43","-6.11"
"1674048981","-46.75","10.42","-6.10"
"1674048982","-46.75","10.42","-6.10"
"1674048983","-46.74","10.42","-6.09"
"1674048984","-46.74","10.42","-6.09"
"1674048985","-46.74","10.42","-6.09"
"1674048986","-46.73","10.42","-6.09"
"1674048987","-46.73","10.42","-6.08"
"1674048988","-46.72","10.41","-6.09"
"1674048989","-46.72","10.43","-6.08"
"1674048990","-46.72","10.43","-6.07"
"1674048991","-46.71","10.43","-6.07"
"1674048992","-46.71","10.43","-6.06"
"1674048993","-46.71","10.43","-6.06"
"1674048994","-46.70","10.43","-6.06"
"1674048995","-46.70","10.43","-6.05"
"1674048996","-46.69","10.43","-6.05"
"1674048997","-46.69","10.44","-6.06"
"1674048998","-46.69","10.43","-6.06"
"1674048999","-46.70","10.43","-6.05"
"1674049000","-46.70","10.43","-6.04"
"1674049001","-46.69","10.43","-6.04"
"1674049002","-46.69","10.43","-6.04"
"1674049003","-46.69","10.43","-6.04"
"1674049004","-46.69","10.43","-6.04"
"1674049005","-46.68","10.43","-6.04"
"1674049006","-46.68","10.43","-6.04"
"1674049007","-46.68","10.43","-6.04"
"1674049008","-46.68","10.43","-6.05"
"1674049009","-46.67","10.43","-6.05"
"1674049010","-46.67","10.43","-6.05"
"1674049011","-46.67","10.43","-6.05"
"1674049012","-46.66","10.43","-6.05"
"1674049013","-46.66","10.43","-6.05"
"1674049014","-46.66","10.43","-6.05"
"1674049015","-46.65","10.43","-6.05"
"1674049016","-46.65","10.43","-6.05"
"1674049017","-46.65","10.43","-6.05"
"1674049018","-46.64","10.44","-6.05"
"1674049019","-46.64","10.43","-6.05"
"1674049020","-46.64","10.43","-6.05"
"1674049021","-46.64","10.43","-6.05"
"1674049022","-46.63","10.43","-6.06"
"1674049023","-46.63","10.43","-6.05"
"1674049024","-46.63","10.43","-6.05"
"1674049025","-46.62","10.43","-6.05"
"1674049026","-46.62","10.43","-6.05"
"1674049027","-46.61","10.43","-6.05"
"1674049028","-46.61","10.43","-6.05"
"1674049029","-46.60","10.43","-6.05"
"1674049030","-46.60","10.43","-6.05"
"1674049031","-46.59","10.44","-6.05"
"1674049032","-46.59","10.44","-6.05"
"1674049033","-46.59","10.44","-6.05"
"1674049034","-46.59","10.44","-6.05"
"1674049035","-46.59","10.43","-6.05"
"1674049036","-46.59","10.44","-6.05"
"1674049037","-46.58","10.44","-6.05"
"1674049038","-46.58","10.43","-6.05"
"1674049039","-46.57","10.44","-6.05"
"1674049040","-46.57","10.44","-6.05"
"1674049041","-46.56","10.44","-6.05"
"1674049042","-46.56","10.44","-6.05"
"1674049043","-46.55","10.44","-6.05"
"1674049044","-46.55","10.44","-6.05"
"1674049045","-46.54","10.44","-6.04"
"1674049046","-46.54","10.44","-6.04"
"1674049047","-46.54","10.44","-6.05"
"1674049048","-46.53","10.42","-6.06"
"1674049049","-46.53","10.40","-6.06"
"1674049050","-46.53","10.23","-6.06"
"1674049051","-46.53","10.20","-6.06"
"1674049052","-46.53","10.12","-6.07"
"1674049053","-46.53","10.09","-6.07"
"1674049054","-46.53","10.11","-6.07"
"1674049055","-46.53","10.14","-6.07"
"1674049056","-46.53","10.17","-6.07"
"1674049057","-46.52","10.17","-6.06"
"1674049058","-46.52","10.19","-6.06"
"1674049059","-46.52","10.23","-6.06"
"1674049060","-46.52","10.21","-6.06"
"1674049061","-46.52","10.20","-6.06"
"1674049062","-46.52","10.20","-6.05"
"1674049063","-46.52","10.19","-6.05"
"1674049064","-46.52","10.16","-6.05"
"1674049065","-46.52","10.16","-6.05"
"1674049066","-46.51","10.18","-6.05"
"1674049067","-46.52","10.19","-6.04"
"1674049068","-46.52","10.17","-6.04"
"1674049069","-46.52","10.20","-6.02"
"1674049070","-46.52","10.25","-6.01"
"1674049071","-46.52","10.27","-6.02"
"1674049072","-46.52","10.27","-6.01"
"1674049073","-46.52","10.27","-6.02"
"1674049074","-46.51","10.71","-6.02"
"1674049075","-46.51","10.68","-6.02"
"1674049076","-46.52","10.65","-6.02"
"1674049077","-46.52","10.63","-6.03"
"1674049078","-46.52","10.61","-6.03"
"1674049079","-46.52","10.59","-6.02"
"1674049080","-46.52","10.58","-6.02"
"1674049081","-46.52","10.56","-6.02"
"1674049082","-46.52","10.55","-6.02"
"1674049083","-46.52","10.54","-6.02"
"1674049084","-46.52","10.54","-6.02"
"1674049085","-46.52","10.53","-6.01"
"1674049086","-46.53","10.53","-6.00"
"1674049087","-46.53","10.51","-6.01"
"1674049088","-46.53","10.51","-6.01"
"1674049089","-46.53","10.51","-6.01"
"1674049090","-46.54","10.50","-6.01"
"1674049091","-46.54","10.50","-6.01"
"1674049092","-46.54","-0.18","-6.02"
"1674049093","-46.54","-0.19","-6.02"
"1674049094","-46.54","-0.07","-6.01"
"1674049095","-46.55","0.02","-6.01"
"1674049096","-46.55","0.26","-6.01"
"1674049097","-46.55","-0.22","-6.01"
"1674049098","-46.56","0.00","-6.00"
"1674049099","-46.56","0.18","-6.01"
"1674049100","-46.56","0.46","-6.00"
"1674049101","-46.56","-0.01","-6.00"
"1674049102","-46.56","0.12","-6.00"
"1674049103","-46.56","-0.05","-6.00"
"1674049104","-46.56","-0.36","-6.00"
"1674049105","-46.57","0.30","-6.00"
"1674049106","-46.57","0.13","-6.00"
"1674049107","-46.57","0.09","-6.00"
"1674049108","-46.57","-0.04","-6.01"
"1674049109","-46.57","0.07","-6.01"
"1674049110","-46.57","0.03","-6.01"
"1674049111","-46.57","0.17","-6.01"
"1674049112","-46.57","0.21","-6.01"
"1674049113","-46.57","-0.06","-6.01"
"1674049114","-46.57","0.08","-6.01"
"1674049115","-46.57","0.00","-6.00"
"1674049116","-46.58","-0.13","-6.00"
"1674049117","-46.58","-0.04","-6.00"
"1674049118","-46.58","0.10","-6.00"
"1674049119","-46.58","-0.30","-5.99"
"1674049120","-46.57","0.04","-6.00"
"1674049121","-46.57","0.00","-6.00"
"1674049122","-46.57","0.08","-6.01"
"1674049123","-46.57","-0.08","-6.01"
"1674049124","-46.57","-0.02","-6.01"
"1674049125","-46.57","0.05","-6.01"
"1674049126","-46.56","0.08","-6.01"
"1674049127","-46.56","-0.01","-6.01"
"1674049128","-46.56","-0.07","-6.01"
"1674049129","-46.56","0.01","-6.01"
"1674049130","-46.55","0.09","-6.01"
"1674049131","-46.55","-0.02","-6.01"
"1674049132","-46.54","-0.07","-6.01"
"1674049133","-46.54","0.02","-6.01"
"1674049134","-46.53","0.03","-6.01"
"1674049135","-46.52","0.23","-6.02"
"1674049136","-46.52","0.04","-6.02"
"1674049137","-46.51","0.15","-6.03"
"1674049138","-46.50","0.16","-6.02"
"1674049139","-46.49","-0.09","-6.03"
"1674049140","-46.48","0.13","-6.03"
"1674049141","-46.47","-0.27","-6.02"
"1674049142","-46.46","0.16","-6.03"
"1674049143","-46.45","-0.53","-6.02"
"1674049144","-46.43","0.07","-6.02"
"1674049145","-46.42","0.04","-6.02"
"1674049146","-46.41","0.07","-6.02"
"1674049147","-46.40","0.03","-6.02"
"1674049148","-46.38","-0.09","-6.02"
"1674049149","-46.37","0.04","-6.02"
"1674049150","-46.35","0.53","-6.04"
"1674049151","-46.34","-0.16","-6.03"
"1674049152","-46.33","-0.01","-6.02"
"1674049153","-46.32","0.19","-6.03"
"1674049154","-46.30","0.05","-6.04"
"1674049155","-46.29","0.15","-6.04"
"1674049156","-46.28","-0.01","-6.04"
"1674049157","-46.25","0.44","-6.04"
"1674049158","-46.27","-0.18","-6.04"
"1674049159","-46.27","0.03","-6.03"
"1674049160","-46.27","0.01","-6.03"
"1674049161","-46.27","0.06","-6.03"
"1674049162","-46.26","0.05","-6.03"
"1674049163","-46.26","-0.08","-6.03"
"1674049164","-46.25","-0.10","-6.02"
"1674049165","-46.24","0.03","-6.02"
"1674049166","-46.24","0.08","-6.02"
"1674049167","-46.23","-0.01","-6.02"
"1674049168","-46.22","-0.09","-6.02"
"1674049169","-46.21","-0.01","-6.02"
"1674049170","-46.19","0.07","-6.02"
"1674049171","-46.18","0.03","-6.02"
"1674049172","-46.17","-0.06","-6.02"
"1674049173","-46.15","-0.07","-6.02"
"1674049174","-46.14","0.05","-6.02"
"1674049175","-46.13","0.09","-6.02"
"1674049176","-46.12","-0.02","-6.02"
"1674049177","-46.11","-0.18","-6.02"
"1674049178","-46.09","0.14","-6.03"
"1674049179","-46.09","0.06","-6.03"
"1674049180","-46.08","-0.03","-6.02"
"1674049181","-46.08","-0.09","-6.02"
"1674049182","-46.07","0.02","-6.02"
"1674049183","-46.06","-0.03","-6.01"
"1674049184","-46.06","-0.01","-6.01"
"1674049185","-46.05","-0.06","-6.01"
"1674049186","-46.05","0.00","-6.01"
"1674049187","-46.05","0.10","-6.01"
"1674049188","-46.04","0.05","-6.01"
"1674049189","-46.04","-0.06","-6.01"
"1674049190","-46.04","-0.05","-6.00"
"1674049191","-46.04","0.06","-6.00"
"1674049192","-46.03","0.06","-6.00"
"1674049193","-46.03","-0.26","-6.00"
"1674049194","-46.03","-0.21","-6.00"
"1674049195","-46.03","0.27","-6.00"
"1674049196","-46.03","0.17","-5.99"
"1674049197","-46.03","-0.01","-5.99"
"1674049198","-46.03","-0.26","-5.98"
"1674049199","-46.03","-0.11","-5.98"
"1674049200","-46.03","-1.10","-5.97"
"1674049201","-46.03","0.06","-5.97"
"1674049202","-46.02","-0.04","-5.97"
"1674049203","-46.02","0.03","-5.97"
"1674049204","-46.02","-0.46","-5.98"
"1674049205","-46.02","0.19","-5.98"
"1674049206","-46.02","0.01","-5.98"
"1674049207","-46.01","0.06","-5.98"
"1674049208","-46.01","-0.24","-5.98"
"1674049209","-46.01","0.08","-5.99"
"1674049210","-46.01","0.38","-5.99"
"1674049211","-46.00","0.35","-5.98"
"1674049212","-46.01","0.34","-5.98"
"1674049213","-46.00","-0.03","-5.97"
"1674049214","-46.00","-0.06","-5.96"
"1674049215","-46.00","0.01","-5.96"
"1674049216","-46.00","-0.01","-5.95"
"1674049217","-46.00","0.12","-5.95"
"1674049218","-46.00","-0.04","-5.93"
"1674049219","-46.00","0.15","-5.93"
