"","Differential 5 - 6 Last (mV)","Differential 7 - 8 Last (mV)","Differential 9 - 10 Last (mV)"
"1674047612","-59.88","2.31","-9.24"
"1674047613","-59.86","4.51","-9.25"
"1674047614","-59.84","5.78","-9.25"
"1674047615","-59.82","8.53","-9.25"
"1674047616","-59.80","9.24","-9.26"
"1674047617","-59.79","9.87","-9.26"
"1674047618","-59.77","5.75","-9.26"
"1674047619","-59.75","7.47","-9.26"
"1674047620","-59.73","5.90","-9.26"
"1674047621","-59.70","6.32","-9.27"
"1674047622","-59.68","6.78","-9.27"
"1674047623","-59.65","8.22","-9.27"
"1674047624","-59.63","7.80","-9.27"
"1674047625","-59.60","7.69","-9.27"
"1674047626","-59.57","7.66","-9.27"
"1674047627","-59.54","7.47","-9.28"
"1674047628","-59.52","7.98","-9.29"
"1674047629","-59.49","7.63","-9.29"
"1674047630","-59.47","7.90","-9.30"
"1674047631","-59.44","8.51","-9.30"
"1674047632","-59.41","8.19","-9.31"
"1674047633","-59.38","8.54","-9.31"
"1674047634","-59.35","8.49","-9.31"
"1674047635","-59.32","8.35","-9.32"
"1674047636","-59.29","8.63","-9.32"
"1674047637","-59.26","8.85","-9.32"
"1674047638","-59.22","8.87","-9.32"
"1674047639","-59.19","8.82","-9.32"
"1674047640","-59.16","8.92","-9.32"
"1674047641","-59.13","8.88","-9.33"
"1674047642","-59.10","8.76","-9.33"
"1674047643","-59.07","8.59","-9.32"
"1674047644","-59.03","8.41","-9.32"
"1674047645","-59.00","8.24","-9.32"
"1674047646","-58.96","8.09","-9.32"
"1674047647","-58.93","8.12","-9.32"
"1674047648","-58.90","8.24","-9.32"
"1674047649","-58.86","7.81","-9.32"
"1674047650","-58.83","8.43","-9.32"
"1674047651","-58.79","8.37","-9.32"
"1674047652","-58.76","8.30","-9.31"
"1674047653","-58.72","8.26","-9.31"
"1674047654","-58.69","8.21","-9.31"
"1674047655","-58.65","8.17","-9.30"
"1674047656","-58.62","8.12","-9.30"
"1674047657","-58.58","8.10","-9.30"
"1674047658","-58.55","8.07","-9.30"
"1674047659","-58.51","8.04","-9.29"
"1674047660","-58.47","8.01","-9.29"
"1674047661","-58.43","7.98","-9.29"
"1674047662","-58.40","7.96","-9.29"
"1674047663","-58.36","7.94","-9.28"
"1674047664","-58.33","7.92","-9.28"
"1674047665","-58.29","7.90","-9.27"
"1674047666","-58.26","7.89","-9.27"
"1674047667","-58.22","7.87","-9.27"
"1674047668","-58.19","7.85","-9.26"
"1674047669","-58.14","7.84","-9.26"
"1674047670","-58.11","7.83","-9.25"
"1674047671","-58.07","7.81","-9.25"
"1674047672","-58.03","7.80","-9.24"
"1674047673","-57.98","7.79","-9.23"
"1674047674","-57.94","7.78","-9.23"
"1674047675","-57.90","7.77","-9.22"
"1674047676","-57.87","7.76","-9.22"
"1674047677","-57.83","7.76","-9.21"
"1674047678","-57.79","7.75","-9.21"
"1674047679","-57.76","7.74","-9.21"
"1674047680","-57.72","7.74","-9.20"
"1674047681","-57.69","7.73","-9.19"
"1674047682","-57.65","7.73","-9.19"
"1674047683","-57.62","7.72","-9.18"
"1674047684","-57.58","7.72","-9.18"
"1674047685","-57.55","7.71","-9.17"
"1674047686","-57.52","7.71","-9.17"
"1674047687","-57.48","7.71","-9.16"
"1674047688","-57.45","7.70","-9.15"
"1674047689","-57.43","7.70","-9.15"
"1674047690","-57.39","7.70","-9.15"
"1674047691","-57.37","7.70","-9.14"
"1674047692","-57.33","7.70","-9.13"
"1674047693","-57.31","7.70","-9.13"
"1674047694","-57.27","7.69","-9.13"
"1674047695","-57.25","7.69","-9.14"
"1674047696","-57.22","7.69","-9.13"
"1674047697","-57.20","7.70","-9.12"
"1674047698","-57.16","7.70","-9.09"
"1674047699","-57.13","7.69","-9.09"
"1674047700","-57.10","7.68","-9.10"
"1674047701","-57.08","7.68","-9.10"
"1674047702","-57.06","7.70","-9.09"
"1674047703","-57.01","7.69","-9.06"
"1674047704","-56.99","7.69","-9.06"
"1674047705","-56.96","7.68","-9.05"
"1674047706","-56.93","7.68","-9.06"
"1674047707","-56.90","7.68","-9.06"
"1674047708","-56.87","7.69","-9.03"
"1674047709","-56.84","7.69","-9.03"
"1674047710","-56.83","7.68","-9.03"
"1674047711","-56.80","7.67","-9.04"
"1674047712","-56.78","7.68","-9.02"
"1674047713","-56.76","7.69","-9.01"
"1674047714","-56.74","7.69","-8.99"
"1674047715","-56.70","7.68","-8.98"
"1674047716","-56.67","7.68","-8.98"
"1674047717","-56.64","7.68","-8.98"
"1674047718","-56.60","7.68","-8.96"
"1674047719","-56.56","7.68","-8.94"
"1674047720","-56.51","7.68","-8.94"
"1674047721","-56.48","7.68","-8.94"
"1674047722","-56.44","7.68","-8.93"
"1674047723","-56.40","7.68","-8.92"
"1674047724","-56.36","7.68","-8.92"
"1674047725","-56.32","7.68","-8.91"
"1674047726","-56.27","7.67","-8.90"
"1674047727","-56.23","7.68","-8.89"
"1674047728","-56.19","7.68","-8.89"
"1674047729","-56.15","7.67","-8.88"
"1674047730","-56.10","7.67","-8.88"
"1674047731","-56.07","7.67","-8.87"
"1674047732","-56.02","7.68","-8.87"
"1674047733","-55.98","7.68","-8.86"
"1674047734","-55.94","7.67","-8.86"
"1674047735","-55.91","7.68","-8.85"
"1674047736","-55.86","7.55","-8.85"
"1674047737","-55.82","7.24","-8.83"
"1674047738","-55.79","6.71","-8.83"
"1674047739","-55.75","6.67","-8.83"
"1674047740","-55.72","6.69","-8.83"
"1674047741","-55.69","7.56","-8.82"
"1674047742","-55.65","7.77","-8.81"
"1674047743","-55.62","7.74","-8.81"
"1674047744","-55.59","7.73","-8.80"
"1674047745","-55.56","7.73","-8.80"
"1674047746","-55.54","7.33","-8.79"
"1674047747","-55.51","7.62","-8.79"
"1674047748","-55.49","7.53","-8.79"
"1674047749","-55.47","7.75","-8.78"
"1674047750","-55.45","7.79","-8.78"
"1674047751","-55.42","7.79","-8.78"
"1674047752","-55.40","7.78","-8.77"
"1674047753","-55.38","7.75","-8.77"
"1674047754","-55.37","7.68","-8.76"
"1674047755","-55.35","7.47","-8.76"
"1674047756","-55.34","4.91","-8.76"
"1674047757","-55.32","1.46","-8.75"
"1674047758","-55.30","1.24","-8.75"
"1674047759","-55.28","0.89","-8.75"
"1674047760","-55.27","0.55","-8.74"
"1674047761","-55.25","0.80","-8.74"
"1674047762","-55.23","1.01","-8.74"
"1674047763","-55.21","4.82","-8.74"
"1674047764","-55.20","9.69","-8.73"
"1674047765","-55.18","9.90","-8.73"
"1674047766","-55.16","9.68","-8.72"
"1674047767","-55.14","9.50","-8.72"
"1674047768","-55.12","9.31","-8.72"
"1674047769","-55.10","9.17","-8.72"
"1674047770","-55.09","9.03","-8.72"
"1674047771","-55.07","8.92","-8.71"
"1674047772","-55.05","8.81","-8.71"
"1674047773","-55.03","8.73","-8.71"
"1674047774","-55.01","8.65","-8.71"
"1674047775","-54.99","8.58","-8.70"
"1674047776","-54.97","8.51","-8.70"
"1674047777","-54.96","8.45","-8.69"
"1674047778","-54.94","8.40","-8.69"
"1674047779","-54.92","8.35","-8.70"
"1674047780","-54.90","8.29","-8.69"
"1674047781","-54.88","6.05","-8.68"
"1674047782","-54.86","4.20","-8.68"
"1674047783","-54.84","2.90","-8.67"
"1674047784","-54.83","3.70","-8.67"
"1674047785","-54.81","0.76","-8.67"
"1674047786","-54.79","0.57","-8.67"
"1674047787","-54.77","0.28","-8.67"
"1674047788","-54.75","0.30","-8.67"
"1674047789","-54.73","0.40","-8.67"
"1674047790","-54.71","0.23","-8.66"
"1674047791","-54.69","0.07","-8.66"
"1674047792","-54.68","0.48","-8.66"
"1674047793","-54.65","6.86","-8.65"
"1674047794","-54.63","0.61","-8.65"
"1674047795","-54.59","0.48","-8.65"
"1674047796","-54.56","0.63","-8.64"
"1674047797","-54.53","0.28","-8.64"
"1674047798","-54.51","0.03","-8.63"
"1674047799","-54.49","1.38","-8.63"
"1674047800","-54.45","3.22","-8.63"
"1674047801","-54.40","5.95","-8.62"
"1674047802","-54.35","2.67","-8.62"
"1674047803","-54.31","1.19","-8.62"
"1674047804","-54.26","0.87","-8.61"
"1674047805","-54.22","1.09","-8.61"
"1674047806","-54.18","0.76","-8.61"
"1674047807","-54.14","1.21","-8.60"
"1674047808","-54.10","2.32","-8.60"
"1674047809","-54.06","3.04","-8.60"
"1674047810","-54.01","3.05","-8.59"
"1674047811","-53.97","3.23","-8.59"
"1674047812","-53.93","1.86","-8.58"
"1674047813","-53.89","1.17","-8.58"
"1674047814","-53.84","1.28","-8.58"
"1674047815","-53.80","2.01","-8.57"
"1674047816","-53.76","2.97","-8.57"
"1674047817","-53.72","3.81","-8.57"
"1674047818","-53.68","5.01","-8.56"
"1674047819","-53.64","3.96","-8.56"
"1674047820","-53.60","3.75","-8.56"
"1674047821","-53.56","4.76","-8.55"
"1674047822","-53.53","4.20","-8.55"
"1674047823","-53.49","4.35","-8.55"
"1674047824","-53.46","5.06","-8.55"
"1674047825","-53.42","4.19","-8.54"
"1674047826","-53.39","3.72","-8.54"
"1674047827","-53.35","2.59","-8.53"
"1674047828","-53.31","1.89","-8.53"
"1674047829","-53.27","2.30","-8.53"
"1674047830","-53.25","0.98","-8.52"
"1674047831","-53.21","1.89","-8.52"
"1674047832","-53.18","0.92","-8.52"
"1674047833","-53.14","-0.03","-8.52"
"1674047834","-53.18","0.07","-8.52"
"1674047835","-53.22","0.20","-8.51"
"1674047836","-53.23","-0.01","-8.51"
"1674047837","-53.22","-0.10","-8.51"
"1674047838","-53.22","0.10","-8.51"
"1674047839","-53.22","0.17","-8.51"
"1674047840","-53.21","-0.04","-8.51"
"1674047841","-53.21","0.03","-8.50"
"1674047842","-53.19","0.46","-8.50"
"1674047843","-53.18","1.08","-8.50"
"1674047844","-53.17","1.57","-8.50"
"1674047845","-53.16","3.33","-8.49"
"1674047846","-53.14","2.81","-8.49"
"1674047847","-53.13","2.66","-8.49"
"1674047848","-53.11","2.32","-8.49"
"1674047849","-53.09","2.53","-8.49"
"1674047850","-53.07","1.37","-8.48"
"1674047851","-53.06","0.82","-8.48"
"1674047852","-53.05","0.11","-8.48"
"1674047853","-53.03","0.16","-8.48"
"1674047854","-53.02","0.23","-8.48"
"1674047855","-53.00","0.05","-8.48"
"1674047856","-53.00","0.17","-8.47"
"1674047857","-52.99","0.33","-8.47"
"1674047858","-52.98","0.31","-8.47"
"1674047859","-52.97","0.45","-8.47"
"1674047860","-52.96","1.93","-8.47"
"1674047861","-52.95","4.12","-8.47"
"1674047862","-52.94","5.66","-8.46"
"1674047863","-52.92","8.19","-8.46"
"1674047864","-52.90","7.15","-8.46"
"1674047865","-52.86","5.84","-8.46"
"1674047866","-52.82","4.53","-8.46"
"1674047867","-52.78","2.86","-8.45"
"1674047868","-52.76","1.15","-8.45"
"1674047869","-52.73","1.23","-8.45"
"1674047870","-52.71","1.27","-8.45"
"1674047871","-52.68","1.56","-8.45"
"1674047872","-52.67","2.31","-8.44"
"1674047873","-52.65","3.83","-8.44"
"1674047874","-52.63","3.58","-8.44"
"1674047875","-52.61","5.87","-8.44"
"1674047876","-52.59","3.34","-8.44"
"1674047877","-52.58","2.98","-8.44"
"1674047878","-52.56","0.94","-8.43"
"1674047879","-52.55","0.26","-8.43"
"1674047880","-52.53","10.35","-8.44"
"1674047881","-52.52","13.73","-8.45"
"1674047882","-52.49","5.06","-8.41"
"1674047883","-52.47","0.67","-8.40"
"1674047884","-52.45","1.12","-8.42"
"1674047885","-52.44","2.26","-8.40"
"1674047886","-52.42","-0.36","-8.40"
"1674047887","-52.40","1.55","-8.43"
"1674047888","-52.38","0.26","-8.41"
"1674047889","-52.37","0.39","-8.40"
"1674047890","-52.36","10.08","-8.39"
"1674047891","-52.34","3.05","-8.39"
"1674047892","-52.32","15.06","-8.39"
"1674047893","-52.31","18.96","-8.39"
"1674047894","-52.29","18.05","-8.39"
"1674047895","-52.28","17.16","-8.39"
"1674047896","-52.27","16.53","-8.39"
"1674047897","-52.25","15.85","-8.39"
"1674047898","-52.24","15.36","-8.38"
"1674047899","-52.23","14.82","-8.38"
"1674047900","-52.21","14.41","-8.38"
"1674047901","-52.19","9.53","-8.38"
"1674047902","-52.18","1.58","-8.39"
"1674047903","-52.17","2.42","-8.38"
"1674047904","-52.15","3.08","-8.38"
"1674047905","-52.14","2.23","-8.38"
"1674047906","-52.12","2.07","-8.39"
"1674047907","-52.10","3.26","-8.38"
"1674047908","-52.09","4.50","-8.38"
"1674047909","-52.08","5.93","-8.38"
"1674047910","-52.06","5.41","-8.39"
"1674047911","-52.04","7.40","-8.38"
"1674047912","-52.03","5.37","-8.38"
"1674047913","-52.02","7.28","-8.38"
"1674047914","-52.01","10.66","-8.38"
"1674047915","-52.00","8.38","-8.38"
"1674047916","-51.99","7.33","-8.36"
"1674047917","-51.98","8.08","-8.36"
"1674047918","-51.97","12.53","-8.35"
"1674047919","-51.96","12.59","-8.34"
"1674047920","-51.94","11.95","-8.35"
"1674047921","-51.93","12.03","-8.35"
"1674047922","-51.92","11.94","-8.35"
"1674047923","-51.91","11.41","-8.34"
"1674047924","-51.90","10.12","-8.34"
"1674047925","-51.89","9.65","-8.34"
"1674047926","-51.88","9.40","-8.34"
"1674047927","-51.88","11.81","-8.34"
"1674047928","-51.87","12.58","-8.34"
"1674047929","-51.86","12.32","-8.31"
"1674047930","-51.85","12.03","-8.32"
"1674047931","-51.84","11.82","-8.32"
"1674047932","-51.83","11.59","-8.33"
"1674047933","-51.83","11.42","-8.33"
"1674047934","-51.82","11.23","-8.32"
"1674047935","-51.81","11.06","-8.33"
"1674047936","-51.80","10.93","-8.32"
"1674047937","-51.79","10.79","-8.32"
"1674047938","-51.78","10.67","-8.33"
"1674047939","-51.77","10.55","-8.32"
"1674047940","-51.77","10.45","-8.32"
"1674047941","-51.76","10.35","-8.33"
"1674047942","-51.75","10.26","-8.33"
"1674047943","-51.74","10.17","-8.33"
"1674047944","-51.74","10.10","-8.33"
"1674047945","-51.73","10.02","-8.33"
"1674047946","-51.72","9.96","-8.33"
"1674047947","-51.71","9.89","-8.33"
"1674047948","-51.70","9.83","-8.33"
"1674047949","-51.69","9.77","-8.33"
"1674047950","-51.68","9.72","-8.33"
"1674047951","-51.67","9.66","-8.33"
"1674047952","-51.66","9.62","-8.33"
"1674047953","-51.64","9.57","-8.33"
"1674047954","-51.63","9.52","-8.33"
"1674047955","-51.62","9.49","-8.33"
"1674047956","-51.60","9.45","-8.33"
"1674047957","-51.59","9.42","-8.33"
"1674047958","-51.57","9.38","-8.33"
"1674047959","-51.56","9.35","-8.33"
"1674047960","-51.54","9.31","-8.33"
"1674047961","-51.52","9.29","-8.33"
"1674047962","-51.50","9.25","-8.32"
"1674047963","-51.49","9.23","-8.32"
"1674047964","-51.47","9.21","-8.32"
"1674047965","-51.45","9.18","-8.32"
"1674047966","-51.43","9.16","-8.32"
"1674047967","-51.41","9.14","-8.32"
"1674047968","-51.39","9.12","-8.32"
"1674047969","-51.37","9.10","-8.32"
"1674047970","-51.35","9.08","-8.32"
"1674047971","-51.34","9.06","-8.32"
"1674047972","-51.32","9.05","-8.32"
"1674047973","-51.30","9.03","-8.32"
"1674047974","-51.29","9.01","-8.32"
"1674047975","-51.27","9.00","-8.32"
"1674047976","-51.26","8.98","-8.32"
"1674047977","-51.24","8.97","-8.32"
"1674047978","-51.23","8.96","-8.32"
"1674047979","-51.21","8.95","-8.32"
"1674047980","-51.20","8.93","-8.32"
"1674047981","-51.18","8.92","-8.32"
"1674047982","-51.17","8.91","-8.32"
"1674047983","-51.15","8.90","-8.32"
"1674047984","-51.14","8.89","-8.32"
"1674047985","-51.13","8.88","-8.32"
"1674047986","-51.12","8.88","-8.32"
"1674047987","-51.10","8.87","-8.32"
"1674047988","-51.09","8.86","-8.31"
"1674047989","-51.07","8.85","-8.31"
"1674047990","-51.06","8.85","-8.31"
"1674047991","-51.04","8.84","-8.31"
"1674047992","-51.03","8.83","-8.31"
"1674047993","-51.01","8.83","-8.31"
"1674047994","-51.00","8.82","-8.31"
"1674047995","-50.98","8.82","-8.31"
"1674047996","-50.97","8.81","-8.31"
"1674047997","-50.96","8.81","-8.31"
"1674047998","-50.95","8.80","-8.31"
"1674047999","-50.94","8.80","-8.31"
"1674048000","-50.93","8.79","-8.31"
"1674048001","-50.92","8.79","-8.31"
"1674048002","-50.91","8.78","-8.31"
"1674048003","-50.90","8.78","-8.30"
"1674048004","-50.89","8.78","-8.30"
"1674048005","-50.88","8.77","-8.30"
"1674048006","-50.87","8.77","-8.30"
"1674048007","-50.87","8.76","-8.30"
"1674048008","-50.86","8.76","-8.30"
"1674048009","-50.85","8.76","-8.29"
"1674048010","-50.84","8.76","-8.29"
"1674048011","-50.83","8.75","-8.29"
"1674048012","-50.83","8.75","-8.29"
"1674048013","-50.81","8.75","-8.30"
"1674048014","-50.81","8.75","-8.29"
"1674048015","-50.80","8.74","-8.30"
"1674048016","-50.79","8.74","-8.30"
"1674048017","-50.78","8.74","-8.29"
"1674048018","-50.78","8.74","-8.28"
"1674048019","-50.77","8.73","-8.29"
"1674048020","-50.77","8.73","-8.29"
"1674048021","-50.76","8.72","-8.29"
"1674048022","-50.75","8.72","-8.29"
"1674048023","-50.75","8.72","-8.29"
"1674048024","-50.73","8.68","-8.32"
"1674048025","-50.73","8.69","-8.31"
"1674048026","-50.73","8.69","-8.30"
"1674048027","-50.73","8.71","-8.28"
"1674048028","-50.73","8.70","-8.28"
"1674048029","-50.72","8.69","-8.29"
"1674048030","-50.72","8.71","-8.27"
"1674048031","-50.72","8.71","-8.27"
"1674048032","-50.71","8.69","-8.28"
"1674048033","-50.70","8.70","-8.28"
"1674048034","-50.70","8.70","-8.28"
"1674048035","-50.70","8.70","-8.27"
"1674048036","-50.69","8.70","-8.27"
"1674048037","-50.69","8.71","-8.26"
"1674048038","-50.68","8.70","-8.26"
"1674048039","-50.68","8.70","-8.27"
"1674048040","-50.68","8.70","-8.27"
"1674048041","-50.67","8.70","-8.27"
"1674048042","-50.67","8.70","-8.27"
"1674048043","-50.66","8.70","-8.28"
"1674048044","-50.66","8.70","-8.28"
"1674048045","-50.65","8.70","-8.27"
"1674048046","-50.65","8.70","-8.27"
"1674048047","-50.64","8.70","-8.27"
"1674048048","-50.64","8.70","-8.27"
"1674048049","-50.63","8.70","-8.27"
"1674048050","-50.63","8.70","-8.27"
"1674048051","-50.63","8.70","-8.26"
"1674048052","-50.63","8.70","-8.27"
"1674048053","-50.62","8.69","-8.27"
"1674048054","-50.61","8.70","-8.26"
"1674048055","-50.61","8.69","-8.26"
"1674048056","-50.60","8.69","-8.26"
"1674048057","-50.58","8.69","-8.26"
"1674048058","-50.57","8.69","-8.26"
"1674048059","-50.56","8.69","-8.27"
"1674048060","-50.56","8.69","-8.27"
"1674048061","-50.55","8.69","-8.26"
"1674048062","-50.54","8.69","-8.26"
"1674048063","-50.54","8.69","-8.26"
"1674048064","-50.53","8.69","-8.26"
"1674048065","-50.52","8.69","-8.26"
"1674048066","-50.52","8.69","-8.26"
"1674048067","-50.51","8.69","-8.26"
"1674048068","-50.51","8.69","-8.26"
"1674048069","-50.50","8.69","-8.26"
"1674048070","-50.50","8.69","-8.26"
"1674048071","-50.50","8.68","-8.26"
"1674048072","-50.49","8.68","-8.25"
"1674048073","-50.49","8.67","-8.25"
"1674048074","-50.49","8.67","-8.25"
"1674048075","-50.49","8.66","-8.25"
"1674048076","-50.48","8.66","-8.25"
"1674048077","-50.48","8.66","-8.25"
"1674048078","-50.48","8.66","-8.25"
"1674048079","-50.48","8.66","-8.26"
"1674048080","-50.47","8.66","-8.26"
"1674048081","-50.47","8.66","-8.26"
"1674048082","-50.47","8.67","-8.26"
"1674048083","-50.47","8.67","-8.25"
"1674048084","-50.46","8.67","-8.25"
"1674048085","-50.46","8.68","-8.25"
"1674048086","-50.45","8.68","-8.26"
"1674048087","-50.45","8.68","-8.26"
"1674048088","-50.44","8.69","-8.26"
"1674048089","-50.44","8.69","-8.27"
"1674048090","-50.43","8.69","-8.27"
"1674048091","-50.43","8.70","-8.27"
"1674048092","-50.42","8.70","-8.27"
"1674048093","-50.42","8.70","-8.28"
"1674048094","-50.41","8.70","-8.29"
"1674048095","-50.41","8.71","-8.28"
"1674048096","-50.40","8.71","-8.29"
"1674048097","-50.40","8.71","-8.29"
"1674048098","-50.39","8.71","-8.29"
"1674048099","-50.39","8.72","-8.29"
"1674048100","-50.38","8.72","-8.29"
"1674048101","-50.37","8.73","-8.29"
"1674048102","-50.37","8.73","-8.30"
"1674048103","-50.37","8.73","-8.29"
"1674048104","-50.35","8.73","-8.31"
"1674048105","-50.34","8.74","-8.31"
"1674048106","-50.33","8.73","-8.32"
"1674048107","-50.33","8.73","-8.32"
"1674048108","-50.33","8.73","-8.32"
"1674048109","-50.32","8.73","-8.32"
"1674048110","-50.32","8.73","-8.32"
"1674048111","-50.31","8.73","-8.33"
"1674048112","-50.31","8.74","-8.33"
"1674048113","-50.31","8.74","-8.33"
"1674048114","-50.30","8.74","-8.34"
"1674048115","-50.30","8.74","-8.34"
"1674048116","-50.30","8.74","-8.34"
"1674048117","-50.29","8.74","-8.34"
"1674048118","-50.29","8.74","-8.34"
"1674048119","-50.29","8.74","-8.33"
"1674048120","-50.29","8.74","-8.34"
"1674048121","-50.29","8.75","-8.34"
"1674048122","-50.29","8.75","-8.34"
"1674048123","-50.28","8.75","-8.34"
"1674048124","-50.28","8.75","-8.35"
"1674048125","-50.28","8.76","-8.35"
"1674048126","-50.28","8.76","-8.35"
"1674048127","-50.28","8.76","-8.36"
"1674048128","-50.28","8.76","-8.36"
"1674048129","-50.28","8.77","-8.36"
"1674048130","-50.28","8.77","-8.37"
"1674048131","-50.28","8.77","-8.37"
"1674048132","-50.28","8.77","-8.37"
"1674048133","-50.28","8.77","-8.38"
"1674048134","-50.28","8.78","-8.38"
"1674048135","-50.27","8.78","-8.38"
"1674048136","-50.27","8.78","-8.39"
"1674048137","-50.27","8.79","-8.38"
"1674048138","-50.27","8.79","-8.39"
"1674048139","-50.27","8.79","-8.39"
"1674048140","-50.26","8.79","-8.39"
"1674048141","-50.26","4.48","-8.41"
"1674048142","-50.25","2.25","-8.43"
"1674048143","-50.25","2.43","-8.45"
"1674048144","-50.25","2.92","-8.45"
"1674048145","-50.24","3.10","-8.45"
"1674048146","-50.24","3.14","-8.45"
"1674048147","-50.24","3.38","-8.45"
"1674048148","-50.23","3.84","-8.45"
"1674048149","-50.23","11.46","-8.45"
"1674048150","-50.23","11.09","-8.45"
"1674048151","-50.22","10.79","-8.44"
"1674048152","-50.22","10.56","-8.42"
"1674048153","-50.22","10.41","-8.41"
"1674048154","-50.21","10.25","-8.41"
"1674048155","-50.20","10.13","-8.42"
"1674048156","-50.19","10.02","-8.42"
"1674048157","-50.18","9.93","-8.42"
"1674048158","-50.17","7.51","-8.43"
"1674048159","-50.16","10.00","-8.43"
"1674048160","-50.15","9.88","-8.44"
"1674048161","-50.14","9.80","-8.45"
"1674048162","-50.13","9.72","-8.46"
"1674048163","-50.12","9.66","-8.46"
"1674048164","-50.11","9.60","-8.47"
"1674048165","-50.10","9.56","-8.47"
"1674048166","-50.09","9.50","-8.47"
"1674048167","-50.08","9.47","-8.47"
"1674048168","-50.07","9.43","-8.47"
"1674048169","-50.07","9.40","-8.47"
"1674048170","-50.06","9.37","-8.47"
"1674048171","-50.05","9.34","-8.48"
"1674048172","-50.04","9.32","-8.48"
"1674048173","-50.04","9.30","-8.48"
"1674048174","-50.03","9.28","-8.48"
"1674048175","-50.02","9.26","-8.49"
"1674048176","-50.01","9.25","-8.50"
"1674048177","-50.01","9.23","-8.50"
"1674048178","-50.00","9.22","-8.50"
"1674048179","-49.99","9.21","-8.51"
"1674048180","-49.99","9.20","-8.51"
"1674048181","-49.98","9.19","-8.51"
"1674048182","-49.98","9.18","-8.51"
"1674048183","-49.97","9.17","-8.51"
"1674048184","-49.96","9.16","-8.51"
"1674048185","-49.96","9.15","-8.52"
"1674048186","-49.95","9.15","-8.52"
"1674048187","-49.95","9.14","-8.52"
"1674048188","-49.95","9.14","-8.52"
"1674048189","-49.94","9.14","-8.52"
"1674048190","-49.93","9.13","-8.52"
"1674048191","-49.93","9.13","-8.52"
"1674048192","-49.93","9.13","-8.51"
"1674048193","-49.92","9.12","-8.52"
"1674048194","-49.91","9.12","-8.52"
"1674048195","-49.91","9.12","-8.51"
"1674048196","-49.91","9.11","-8.51"
"1674048197","-49.90","9.11","-8.51"
"1674048198","-49.89","9.10","-8.51"
"1674048199","-49.89","9.10","-8.51"
"1674048200","-49.88","9.11","-8.51"
"1674048201","-49.87","9.10","-8.52"
"1674048202","-49.87","9.11","-8.51"
"1674048203","-49.86","9.11","-8.51"
"1674048204","-49.85","9.10","-8.52"
"1674048205","-49.85","9.11","-8.51"
"1674048206","-49.84","9.10","-8.53"
"1674048207","-49.83","9.11","-8.52"
"1674048208","-49.82","9.10","-8.54"
"1674048209","-49.82","9.11","-8.52"
"1674048210","-49.81","9.12","-8.52"
"1674048211","-49.81","9.12","-8.52"
"1674048212","-49.79","9.12","-8.51"
"1674048213","-49.78","9.12","-8.50"
"1674048214","-49.78","9.12","-8.51"
"1674048215","-49.77","9.12","-8.51"
"1674048216","-49.76","9.12","-8.51"
"1674048217","-49.75","9.12","-8.50"
"1674048218","-49.74","9.12","-8.51"
"1674048219","-49.73","9.11","-8.53"
"1674048220","-49.72","9.11","-8.54"
"1674048221","-49.72","9.11","-8.55"
"1674048222","-49.71","9.12","-8.54"
"1674048223","-49.71","9.12","-8.54"
"1674048224","-49.70","9.12","-8.54"
"1674048225","-49.69","9.12","-8.54"
"1674048226","-49.69","9.12","-8.54"
"1674048227","-49.69","9.13","-8.54"
"1674048228","-49.68","9.12","-8.57"
"1674048229","-49.67","9.12","-8.54"
"1674048230","-49.67","9.13","-8.54"
"1674048231","-49.67","9.13","-8.53"
"1674048232","-49.67","9.14","-8.52"
"1674048233","-49.65","9.13","-8.51"
"1674048234","-49.64","9.13","-8.51"
"1674048235","-49.64","9.13","-8.50"
"1674048236","-49.63","9.13","-8.51"
"1674048237","-49.64","9.14","-8.52"
"1674048238","-49.62","9.14","-8.49"
"1674048239","-49.61","9.14","-8.49"
"1674048240","-49.60","9.14","-8.49"
"1674048241","-49.60","9.14","-8.48"
"1674048242","-49.59","9.15","-8.48"
"1674048243","-49.59","9.15","-8.48"
"1674048244","-49.58","3.37","-8.48"
"1674048245","-49.58","3.55","-8.49"
"1674048246","-49.57","3.21","-8.50"
"1674048247","-49.60","3.75","-8.45"
"1674048248","-49.57","3.73","-8.45"
"1674048249","-49.57","3.72","-8.45"
"1674048250","-49.51","4.14","-8.46"
"1674048251","-49.52","4.20","-8.45"
"1674048252","-49.51","4.40","-8.45"
"1674048253","-49.50","4.59","-8.45"
"1674048254","-49.50","4.57","-8.44"
"1674048255","-49.48","5.82","-8.46"
"1674048256","-49.49","5.56","-8.44"
"1674048257","-49.48","6.17","-8.43"
"1674048258","-49.47","6.04","-8.42"
"1674048259","-49.46","6.00","-8.41"
"1674048260","-49.44","5.52","-8.41"
"1674048261","-49.43","6.44","-8.41"
"1674048262","-49.42","6.48","-8.41"
"1674048263","-49.41","7.02","-8.40"
"1674048264","-49.40","5.61","-8.40"
"1674048265","-49.39","5.59","-8.40"
"1674048266","-49.38","5.57","-8.39"
"1674048267","-49.37","7.47","-8.39"
"1674048268","-49.36","6.22","-8.39"
"1674048269","-49.35","6.70","-8.38"
"1674048270","-49.34","6.61","-8.38"
"1674048271","-49.33","7.04","-8.38"
"1674048272","-49.32","7.21","-8.37"
"1674048273","-49.31","6.88","-8.37"
"1674048274","-49.30","9.57","-8.37"
