"","ostreatus1 Last (mV)","ostreatus2 Last (mV)","pleurotus1 Last (mV)","pleurotus2 Last (mV)"
"1674655438.924","10.55","-6.15","13.84","12.17"
"1674655438.984","10.54","-6.15","13.84","12.17"
"1674655439.044","10.54","-6.14","13.84","12.16"
"1674655439.104","10.54","-6.14","13.84","12.16"
"1674655439.164","10.54","-6.13","13.84","12.16"
"1674655439.224","10.54","-6.12","13.84","12.16"
"1674655439.284","10.54","-6.12","13.83","12.16"
"1674655439.344","10.54","-6.11","13.83","12.15"
"1674655439.404","10.54","-6.11","13.83","12.15"
"1674655439.464","10.53","-6.10","13.83","12.15"
"1674655439.524","10.53","-6.09","13.83","12.15"
"1674655439.584","10.53","-6.09","13.83","12.15"
"1674655439.644","10.53","-6.08","13.83","12.15"
"1674655439.704","10.53","-6.08","13.83","12.14"
"1674655439.764","10.53","-6.07","13.82","12.14"
"1674655439.824","10.53","-6.07","13.82","12.14"
"1674655439.884","10.53","-6.06","13.82","12.14"
"1674655439.944","10.53","-6.06","13.82","12.14"
"1674655440.004","10.53","-6.05","13.82","12.14"
"1674655440.064","10.52","-6.05","13.82","12.14"
"1674655440.124","10.52","-6.04","13.82","12.13"
"1674655440.184","10.52","-6.03","13.82","12.13"
"1674655440.244","10.52","-6.03","13.81","12.13"
"1674655440.304","10.52","-6.02","13.81","12.13"
"1674655440.364","10.52","-6.02","13.81","12.13"
"1674655440.424","10.52","-6.01","13.81","12.13"
"1674655440.484","10.52","-6.01","13.81","12.13"
"1674655440.544","10.51","-6.00","13.81","12.13"
"1674655440.604","10.51","-6.00","13.81","12.13"
"1674655440.664","10.51","-5.99","13.81","12.12"
"1674655440.724","10.51","-5.99","13.80","12.12"
"1674655440.784","10.51","-5.98","13.80","12.12"
"1674655440.844","10.51","-5.98","13.80","12.12"
"1674655440.904","10.51","-5.97","13.80","12.12"
"1674655440.964","10.51","-5.97","13.80","12.12"
"1674655441.024","10.51","-5.96","13.80","12.12"
"1674655441.084","10.50","-5.96","13.80","12.12"
"1674655441.144","10.50","-5.95","13.80","12.12"
"1674655441.204","10.50","-5.95","13.80","12.12"
"1674655441.264","10.50","-5.94","13.80","12.11"
"1674655441.324","10.50","-5.94","13.79","12.11"
"1674655441.384","10.50","-5.93","13.79","12.11"
"1674655441.444","10.50","-5.93","13.79","12.11"
"1674655441.504","10.50","-5.92","13.79","12.11"
"1674655441.564","10.49","-5.92","13.79","12.11"
"1674655441.624","10.49","-5.89","13.79","12.10"
"1674655441.684","10.49","-5.88","13.78","12.09"
"1674655441.744","10.49","-5.88","13.78","12.09"
"1674655441.804","10.48","-5.87","13.78","12.09"
"1674655441.864","10.48","-5.87","13.78","12.09"
"1674655441.924","10.48","-5.86","13.78","12.08"
"1674655441.984","10.48","-5.86","13.78","12.08"
"1674655442.044","10.48","-5.85","13.78","12.08"
"1674655442.104","10.48","-5.85","13.78","12.07"
"1674655442.164","10.48","-5.84","13.78","12.07"
"1674655442.224","10.48","-5.84","13.78","12.07"
"1674655442.284","10.48","-5.83","13.77","12.07"
"1674655442.344","10.47","-5.83","13.77","12.06"
"1674655442.404","10.47","-5.83","13.77","12.06"
"1674655442.464","10.47","-5.82","13.77","12.06"
"1674655442.524","10.47","-5.82","13.77","12.05"
"1674655442.584","10.47","-5.81","13.77","12.05"
"1674655442.644","10.47","-5.81","13.77","12.05"
"1674655442.704","10.47","-5.80","13.77","12.04"
"1674655442.764","10.47","-5.80","13.77","12.04"
"1674655442.824","10.47","-5.80","13.77","12.04"
"1674655442.884","10.46","-5.79","13.77","12.04"
"1674655442.944","10.46","-5.78","13.76","12.03"
"1674655443.004","10.46","-5.78","13.76","12.03"
"1674655443.064","10.46","-5.77","13.76","12.02"
"1674655443.124","10.46","-5.77","13.76","12.02"
"1674655443.184","10.46","-5.76","13.76","12.02"
"1674655443.244","10.46","-5.76","13.76","12.01"
"1674655443.304","10.46","-5.75","13.76","12.01"
"1674655443.364","10.46","-5.75","13.76","12.01"
"1674655443.424","10.46","-5.74","13.76","12.00"
"1674655443.484","10.45","-5.74","13.75","12.00"
"1674655443.544","10.45","-5.73","13.75","12.00"
"1674655443.604","10.45","-5.73","13.75","11.99"
"1674655443.664","10.45","-5.72","13.75","11.99"
"1674655443.724","10.45","-5.72","13.75","11.99"
"1674655443.784","10.45","-5.72","13.75","11.99"
"1674655443.844","10.45","-5.71","13.75","11.98"
"1674655443.904","10.45","-5.71","13.75","11.98"
"1674655443.964","10.45","-5.70","13.75","11.98"
"1674655444.024","10.44","-5.70","13.74","11.97"
"1674655444.084","10.44","-5.69","13.74","11.97"
"1674655444.144","10.44","-5.68","13.74","11.97"
"1674655444.204","10.44","-5.68","13.74","11.97"
"1674655444.264","10.44","-5.67","13.74","11.96"
"1674655444.324","10.44","-5.67","13.74","11.96"
"1674655444.384","10.44","-5.66","13.74","11.96"
"1674655444.444","10.44","-5.66","13.73","11.96"
"1674655444.504","10.44","-5.65","13.73","11.95"
"1674655444.564","10.43","-5.65","13.73","11.95"
"1674655444.624","10.43","-5.64","13.73","11.95"
"1674655444.684","10.43","-5.64","13.73","11.95"
"1674655444.744","10.43","-5.63","13.73","11.94"
"1674655444.804","10.43","-5.62","13.73","11.94"
"1674655444.864","10.43","-5.62","13.72","11.94"
"1674655444.924","10.43","-5.61","13.72","11.94"
"1674655444.984","10.43","-5.61","13.72","11.94"
"1674655445.044","10.43","-5.60","13.72","11.94"
"1674655445.104","10.42","-5.60","13.72","11.94"
"1674655445.164","10.42","-5.59","13.72","11.93"
"1674655445.224","10.42","-5.59","13.72","11.93"
"1674655445.284","10.42","-5.58","13.71","11.93"
"1674655445.344","10.42","-5.58","13.71","11.93"
"1674655445.404","10.42","-5.57","13.71","11.93"
"1674655445.464","10.42","-5.57","13.71","11.93"
"1674655445.524","10.42","-5.56","13.71","11.93"
"1674655445.584","10.42","-5.56","13.71","11.93"
"1674655445.644","10.41","-5.55","13.71","11.93"
"1674655445.704","10.41","-5.55","13.71","11.93"
"1674655445.764","10.41","-5.55","13.71","11.92"
"1674655445.824","10.41","-5.54","13.71","11.92"
"1674655445.884","10.41","-5.54","13.70","11.92"
"1674655445.944","10.41","-5.53","13.70","11.92"
"1674655446.004","10.41","-5.53","13.70","11.92"
"1674655446.064","10.41","-5.52","13.70","11.92"
"1674655446.124","10.41","-5.52","13.70","11.92"
"1674655446.184","10.40","-5.51","13.70","11.92"
"1674655446.244","10.40","-5.51","13.70","11.92"
"1674655446.304","10.40","-5.50","13.70","11.92"
"1674655446.364","10.40","-5.50","13.69","11.91"
"1674655446.424","10.40","-5.49","13.69","11.91"
"1674655446.484","10.40","-5.49","13.69","11.91"
"1674655446.544","10.40","-5.48","13.69","11.91"
"1674655446.604","10.40","-5.48","13.69","11.91"
"1674655446.664","10.40","-5.48","13.69","11.91"
"1674655446.724","10.39","-5.47","13.69","11.91"
"1674655446.784","10.39","-5.47","13.69","11.91"
"1674655446.844","10.39","-5.47","13.69","11.91"
"1674655446.904","10.39","-5.46","13.69","11.90"
"1674655446.964","10.39","-5.46","13.69","11.90"
"1674655447.024","10.39","-5.45","13.69","11.90"
"1674655447.084","10.39","-5.45","13.68","11.90"
"1674655447.144","10.39","-5.45","13.68","11.90"
"1674655447.204","10.39","-5.44","13.68","11.89"
"1674655447.264","10.38","-5.44","13.68","11.89"
"1674655447.324","10.38","-5.43","13.68","11.89"
"1674655447.384","10.38","-5.43","13.68","11.89"
"1674655447.444","10.38","-5.42","13.68","11.88"
"1674655447.504","10.38","-5.42","13.68","11.88"
"1674655447.564","10.38","-5.42","13.68","11.88"
"1674655447.624","10.38","-5.41","13.68","11.88"
"1674655447.684","10.38","-5.41","13.68","11.87"
"1674655447.744","10.38","-5.40","13.67","11.87"
"1674655447.804","10.37","-5.40","13.67","11.87"
"1674655447.864","10.37","-5.39","13.67","11.87"
"1674655447.924","10.37","-5.39","13.67","11.86"
"1674655447.984","10.37","-5.39","13.67","11.86"
"1674655448.044","10.37","-5.38","13.67","11.86"
"1674655448.104","10.37","-5.38","13.67","11.85"
"1674655448.164","10.37","-5.37","13.67","11.85"
"1674655448.224","10.37","-5.37","13.67","11.85"
"1674655448.284","10.36","-5.36","13.67","11.84"
"1674655448.344","10.36","-5.36","13.66","11.84"
"1674655448.404","10.36","-5.36","13.66","11.84"
"1674655448.464","10.36","-5.35","13.66","11.83"
"1674655448.524","10.36","-5.35","13.66","11.83"
"1674655448.584","10.36","-5.33","13.66","11.82"
"1674655448.644","10.36","-5.33","13.66","11.81"
"1674655448.704","10.35","-5.32","13.66","11.81"
"1674655448.764","10.35","-5.32","13.65","11.81"
"1674655448.824","10.35","-5.31","13.65","11.80"
"1674655448.884","10.35","-5.31","13.65","11.80"
"1674655448.944","10.35","-5.30","13.65","11.80"
"1674655449.004","10.35","-5.30","13.65","11.79"
"1674655449.064","10.35","-5.29","13.65","11.79"
"1674655449.124","10.35","-5.29","13.65","11.79"
"1674655449.184","10.35","-5.28","13.64","11.78"
"1674655449.244","10.34","-5.28","13.64","11.78"
"1674655449.304","10.34","-5.27","13.64","11.78"
"1674655449.364","10.34","-5.27","13.64","11.77"
"1674655449.424","10.34","-5.26","13.64","11.77"
"1674655449.484","10.34","-5.26","13.64","11.77"
"1674655449.544","10.34","-5.26","13.64","11.76"
"1674655449.604","10.34","-5.25","13.64","11.76"
"1674655449.664","10.34","-5.25","13.63","11.76"
"1674655449.724","10.34","-5.25","13.63","11.76"
"1674655449.784","10.34","-5.24","13.63","11.76"
"1674655449.844","10.34","-5.24","13.63","11.75"
"1674655449.904","10.34","-5.23","13.63","11.75"
"1674655449.964","10.33","-5.23","13.63","11.75"
"1674655450.024","10.33","-5.22","13.63","11.75"
"1674655450.084","10.33","-5.22","13.63","11.75"
"1674655450.144","10.33","-5.21","13.62","11.75"
"1674655450.204","10.33","-5.21","13.62","11.74"
"1674655450.264","10.33","-5.20","13.62","11.74"
"1674655450.324","10.33","-5.20","13.62","11.74"
"1674655450.384","10.33","-5.20","13.62","11.74"
"1674655450.444","10.32","-5.19","13.62","11.74"
"1674655450.504","10.32","-5.18","13.62","11.74"
"1674655450.564","10.32","-5.18","13.61","11.74"
"1674655450.624","10.32","-5.18","13.61","11.74"
"1674655450.684","10.32","-5.17","13.61","11.73"
"1674655450.744","10.32","-5.17","13.61","11.73"
"1674655450.804","10.31","-5.16","13.61","11.73"
"1674655450.864","10.31","-5.16","13.61","11.73"
"1674655450.924","10.31","-5.15","13.61","11.73"
"1674655450.984","10.31","-5.15","13.61","11.73"
"1674655451.044","10.31","-5.15","13.60","11.73"
"1674655451.104","10.31","-5.14","13.60","11.73"
"1674655451.164","10.31","-5.14","13.60","11.73"
"1674655451.224","10.31","-5.13","13.60","11.73"
"1674655451.284","10.31","-5.13","13.60","11.72"
"1674655451.344","10.30","-5.12","13.60","11.72"
"1674655451.404","10.30","-5.12","13.60","11.72"
"1674655451.464","10.30","-5.12","13.60","11.72"
"1674655451.524","10.30","-5.11","13.59","11.72"
"1674655451.584","10.30","-5.11","13.59","11.72"
"1674655451.644","10.30","-5.10","13.59","11.72"
"1674655451.704","10.30","-5.10","13.59","11.72"
"1674655451.764","10.30","-5.10","13.59","11.72"
"1674655451.824","10.30","-5.09","13.59","11.72"
"1674655451.884","10.30","-5.09","13.59","11.72"
"1674655451.944","10.29","-5.09","13.59","11.72"
"1674655452.004","10.29","-5.08","13.59","11.71"
"1674655452.064","10.29","-5.08","13.59","11.71"
"1674655452.124","10.29","-5.07","13.59","11.71"
"1674655452.184","10.29","-5.07","13.58","11.71"
"1674655452.244","10.29","-5.07","13.58","11.71"
"1674655452.304","10.29","-5.06","13.58","11.71"
"1674655452.364","10.29","-5.06","13.58","11.70"
"1674655452.424","10.28","-5.05","13.58","11.70"
"1674655452.484","10.28","-5.05","13.58","11.70"
"1674655452.544","10.28","-5.05","13.58","11.70"
"1674655452.604","10.28","-5.04","13.58","11.70"
"1674655452.664","10.28","-5.04","13.58","11.70"
"1674655452.724","10.28","-5.04","13.58","11.69"
"1674655452.784","10.28","-5.03","13.58","11.69"
"1674655452.844","10.28","-5.03","13.58","11.69"
"1674655452.904","10.28","-5.03","13.58","11.69"
"1674655452.964","10.27","-5.02","13.57","11.69"
"1674655453.024","10.27","-5.02","13.57","11.68"
"1674655453.084","10.27","-5.02","13.57","11.68"
"1674655453.144","10.27","-5.01","13.57","11.68"
"1674655453.204","10.27","-5.01","13.57","11.68"
"1674655453.264","10.27","-5.00","13.57","11.67"
"1674655453.324","10.27","-5.00","13.57","11.67"
"1674655453.384","10.27","-5.00","13.57","11.67"
"1674655453.444","10.27","-4.99","13.57","11.66"
"1674655453.504","10.26","-4.99","13.57","11.66"
"1674655453.564","10.26","-4.99","13.57","11.66"
"1674655453.624","10.26","-4.98","13.56","11.65"
"1674655453.684","10.26","-4.98","13.56","11.65"
"1674655453.744","10.26","-4.97","13.56","11.65"
"1674655453.804","10.26","-4.97","13.56","11.64"
"1674655453.864","10.26","-4.97","13.56","11.64"
"1674655453.924","10.26","-4.96","13.56","11.64"
"1674655453.984","10.25","-4.96","13.56","11.63"
"1674655454.044","10.25","-4.95","13.56","11.63"
"1674655454.104","10.25","-4.95","13.56","11.63"
"1674655454.164","10.25","-4.94","13.55","11.62"
"1674655454.224","10.25","-4.94","13.55","11.62"
"1674655454.284","10.25","-4.94","13.55","11.62"
"1674655454.344","10.25","-4.93","13.55","11.61"
"1674655454.404","10.25","-4.93","13.55","11.61"
"1674655454.464","10.24","-4.92","13.55","11.61"
"1674655454.524","10.24","-4.92","13.55","11.61"
"1674655454.584","10.24","-4.92","13.55","11.60"
"1674655454.644","10.24","-4.91","13.55","11.60"
"1674655454.704","10.24","-4.91","13.54","11.60"
"1674655454.764","10.24","-4.91","13.54","11.60"
"1674655454.824","10.24","-4.90","13.54","11.59"
"1674655454.884","10.24","-4.90","13.54","11.59"
"1674655454.944","10.24","-4.90","13.54","11.59"
"1674655455.004","10.24","-4.89","13.54","11.58"
"1674655455.064","10.23","-4.89","13.54","11.58"
"1674655455.124","10.23","-4.88","13.54","11.58"
"1674655455.184","10.23","-4.88","13.53","11.58"
"1674655455.244","10.23","-4.87","13.53","11.58"
"1674655455.304","10.23","-4.87","13.53","11.57"
"1674655455.364","10.23","-4.87","13.53","11.57"
"1674655455.424","10.23","-4.86","13.53","11.57"
"1674655455.484","10.23","-4.86","13.53","11.57"
"1674655455.544","10.23","-4.85","13.53","11.57"
"1674655455.604","10.22","-4.83","13.52","11.56"
"1674655455.664","10.22","-4.83","13.52","11.56"
"1674655455.724","10.22","-4.83","13.52","11.56"
"1674655455.784","10.22","-4.82","13.52","11.56"
"1674655455.844","10.22","-4.82","13.52","11.56"
"1674655455.904","10.22","-4.81","13.51","11.56"
"1674655455.964","10.22","-4.81","13.51","11.56"
"1674655456.024","10.21","-4.80","13.51","11.56"
"1674655456.084","10.21","-4.80","13.51","11.56"
"1674655456.144","10.21","-4.80","13.51","11.55"
"1674655456.204","10.21","-4.79","13.51","11.55"
"1674655456.264","10.21","-4.79","13.51","11.55"
"1674655456.324","10.21","-4.78","13.51","11.55"
"1674655456.384","10.21","-4.78","13.50","11.55"
"1674655456.444","10.21","-4.78","13.50","11.55"
"1674655456.504","10.21","-4.77","13.50","11.55"
"1674655456.564","10.20","-4.77","13.50","11.55"
"1674655456.624","10.20","-4.77","13.50","11.55"
"1674655456.684","10.20","-4.76","13.50","11.55"
"1674655456.744","10.20","-4.76","13.50","11.55"
"1674655456.804","10.20","-4.75","13.50","11.55"
"1674655456.864","10.20","-4.75","13.50","11.54"
"1674655456.924","10.20","-4.75","13.49","11.54"
"1674655456.984","10.20","-4.74","13.49","11.54"
"1674655457.044","10.20","-4.74","13.49","11.54"
"1674655457.104","10.19","-4.74","13.49","11.54"
"1674655457.164","10.19","-4.73","13.49","11.54"
"1674655457.224","10.19","-4.73","13.49","11.54"
"1674655457.284","10.19","-4.73","13.49","11.54"
"1674655457.344","10.19","-4.72","13.49","11.54"
"1674655457.404","10.19","-4.72","13.49","11.53"
"1674655457.464","10.19","-4.72","13.49","11.53"
"1674655457.524","10.19","-4.71","13.49","11.53"
"1674655457.584","10.19","-4.71","13.49","11.53"
"1674655457.644","10.19","-4.71","13.48","11.53"
"1674655457.704","10.18","-4.71","13.48","11.53"
"1674655457.764","10.18","-4.70","13.48","11.53"
"1674655457.824","10.18","-4.70","13.48","11.52"
"1674655457.884","10.18","-4.70","13.48","11.52"
"1674655457.944","10.18","-4.69","13.48","11.52"
"1674655458.004","10.18","-4.69","13.48","11.52"
"1674655458.064","10.18","-4.69","13.48","11.52"
"1674655458.124","10.18","-4.68","13.48","11.51"
"1674655458.184","10.18","-4.68","13.48","11.51"
"1674655458.244","10.17","-4.68","13.48","11.51"
"1674655458.304","10.17","-4.67","13.48","11.51"
"1674655458.364","10.17","-4.67","13.47","11.50"
"1674655458.424","10.17","-4.67","13.47","11.50"
"1674655458.484","10.17","-4.66","13.47","11.50"
"1674655458.544","10.17","-4.66","13.47","11.49"
"1674655458.604","10.17","-4.66","13.47","11.49"
"1674655458.664","10.17","-4.65","13.47","11.49"
"1674655458.724","10.17","-4.65","13.47","11.49"
"1674655458.784","10.17","-4.65","13.47","11.48"
"1674655458.844","10.16","-4.65","13.47","11.48"
"1674655458.904","10.16","-4.64","13.47","11.48"
"1674655458.964","10.16","-4.64","13.47","11.48"
"1674655459.024","10.16","-4.64","13.47","11.47"
"1674655459.084","10.16","-4.63","13.46","11.47"
"1674655459.144","10.16","-4.63","13.46","11.47"
"1674655459.204","10.16","-4.62","13.46","11.46"
"1674655459.264","10.16","-4.62","13.46","11.46"
"1674655459.324","10.16","-4.62","13.46","11.46"
"1674655459.384","10.16","-4.61","13.46","11.45"
"1674655459.444","10.15","-4.61","13.46","11.45"
"1674655459.504","10.15","-4.61","13.46","11.45"
"1674655459.564","10.15","-4.60","13.46","11.44"
"1674655459.624","10.15","-4.60","13.45","11.44"
"1674655459.684","10.15","-4.60","13.45","11.44"
"1674655459.744","10.15","-4.59","13.45","11.44"
"1674655459.804","10.15","-4.59","13.45","11.43"
"1674655459.864","10.15","-4.58","13.45","11.43"
"1674655459.924","10.15","-4.58","13.45","11.43"
"1674655459.984","10.14","-4.58","13.45","11.43"
"1674655460.044","10.14","-4.57","13.45","11.42"
"1674655460.104","10.14","-4.57","13.44","11.42"
"1674655460.164","10.14","-4.56","13.44","11.42"
"1674655460.224","10.14","-4.56","13.44","11.42"
"1674655460.284","10.14","-4.56","13.44","11.41"
"1674655460.344","10.14","-4.55","13.44","11.41"
"1674655460.404","10.14","-4.55","13.44","11.41"
"1674655460.464","10.14","-4.54","13.44","11.41"
"1674655460.524","10.13","-4.54","13.44","11.41"
"1674655460.584","10.13","-4.54","13.43","11.40"
"1674655460.644","10.13","-4.53","13.43","11.40"
"1674655460.704","10.13","-4.53","13.43","11.40"
"1674655460.764","10.13","-4.53","13.43","11.40"
"1674655460.824","10.13","-4.53","13.43","11.40"
"1674655460.884","10.13","-4.52","13.43","11.40"
"1674655460.944","10.13","-4.52","13.43","11.40"
"1674655461.004","10.13","-4.51","13.43","11.40"
"1674655461.064","10.13","-4.51","13.43","11.39"
