"","Differential 1 - 2 Last (mV)","Differential 3 - 4 Last (mV)","Differential 5 - 6 Last (mV)","Differential 7 - 8 Last (mV)"
"1674654167","7.24","-2.16","9.49","0.30"
"1674654168","7.22","-2.36","9.53","0.41"
"1674654169","7.19","-2.31","9.85","0.33"
"1674654170","7.31","-2.45","9.55","0.25"
"1674654171","7.20","-2.33","9.73","0.31"
"1674654172","7.20","-2.50","9.43","0.41"
"1674654173","7.16","-2.31","9.70","0.30"
"1674654174","7.28","-2.48","9.66","0.35"
"1674654175","7.18","-2.30","9.64","0.31"
"1674654176","7.31","-2.30","9.56","0.26"
"1674654177","7.31","-2.42","9.63","0.40"
"1674654178","7.27","-2.31","9.51","0.30"
"1674654179","7.29","-2.57","9.77","0.29"
"1674654180","7.41","-2.45","9.48","0.35"
"1674654181","7.24","-2.28","9.70","0.31"
"1674654182","7.29","-2.45","9.62","0.33"
"1674654183","7.22","-2.39","9.68","0.36"
"1674654184","7.23","-2.52","9.73","0.27"
"1674654185","7.32","-2.42","9.49","0.32"
"1674654186","7.30","-2.22","9.54","0.28"
"1674654187","7.11","-2.33","9.54","0.38"
"1674654188","7.20","-2.32","9.55","0.31"
"1674654189","7.32","-2.28","9.49","0.27"
"1674654190","7.27","-2.42","9.71","0.29"
"1674654191","7.39","-2.49","9.43","0.32"
"1674654192","7.32","-2.39","9.70","0.32"
"1674654193","7.38","-2.44","9.53","0.41"
"1674654194","7.22","-2.41","9.83","0.28"
"1674654195","7.39","-2.40","9.44","0.28"
"1674654196","7.27","-2.40","9.68","0.35"
"1674654197","7.20","-2.39","9.52","0.30"
"1674654198","7.25","-2.39","9.44","0.39"
"1674654199","7.31","-2.53","9.51","0.29"
"1674654200","7.17","-2.54","9.63","0.33"
"1674654201","7.18","-2.25","9.60","0.26"
"1674654202","7.18","-2.41","9.33","0.44"
"1674654203","7.08","-2.57","9.65","0.40"
"1674654204","7.18","-2.61","9.75","0.30"
"1674654205","7.23","-2.60","9.49","0.37"
"1674654206","7.19","-2.47","9.44","0.28"
"1674654207","7.21","-2.55","9.28","0.37"
"1674654208","7.13","-2.72","9.68","0.37"
"1674654209","7.17","-2.66","9.75","0.28"
"1674654210","7.29","-2.64","9.59","0.31"
"1674654211","7.15","-2.75","9.60","0.35"
"1674654212","7.26","-2.46","9.42","0.40"
"1674654213","7.13","-2.53","9.76","0.36"
"1674654214","7.22","-2.46","9.79","0.33"
"1674654215","7.28","-2.66","9.47","0.42"
"1674654216","7.23","-2.46","9.59","0.34"
"1674654217","7.17","-2.46","9.63","0.31"
"1674654218","7.29","-2.17","9.62","0.33"
"1674654219","7.33","-2.36","9.45","0.33"
"1674654220","7.19","-2.41","9.67","0.35"
"1674654221","7.24","-2.41","9.66","0.24"
"1674654222","7.34","-2.19","9.40","0.29"
"1674654223","7.25","-2.31","9.64","0.44"
"1674654224","7.24","-2.23","9.51","0.33"
"1674654225","7.32","-2.56","9.47","0.45"
"1674654226","7.34","-2.38","9.57","0.25"
"1674654227","7.34","-2.26","9.50","0.32"
"1674654228","7.25","-2.58","9.38","0.43"
"1674654229","7.19","-2.49","9.67","0.37"
"1674654230","7.28","-2.57","9.72","0.32"
"1674654231","7.33","-2.51","9.52","0.29"
"1674654232","7.27","-2.35","9.60","0.25"
"1674654233","7.27","-2.48","9.39","0.41"
"1674654234","7.14","-2.43","9.57","0.35"
"1674654235","7.27","-2.41","9.67","0.32"
"1674654236","7.27","-2.35","9.71","0.35"
"1674654237","7.23","-2.29","9.66","0.23"
"1674654238","7.29","-2.18","9.43","0.30"
"1674654239","7.28","-2.15","9.38","0.38"
"1674654240","7.29","-2.24","9.50","0.45"
"1674654241","7.19","-2.19","9.74","0.28"
"1674654242","7.29","-2.37","9.52","0.26"
"1674654243","7.29","-2.38","9.30","0.40"
"1674654244","7.14","-2.02","9.77","0.37"
"1674654245","7.21","-2.19","9.55","0.33"
"1674654246","7.19","-2.14","9.77","0.27"
"1674654247","7.28","-2.33","9.52","0.40"
"1674654248","7.16","-2.37","9.65","0.29"
"1674654249","7.26","-2.40","9.62","0.29"
"1674654250","7.33","-2.25","9.52","0.47"
"1674654251","7.20","-2.34","9.75","0.33"
"1674654252","7.21","-2.23","9.72","0.28"
"1674654253","7.30","-2.28","9.59","0.24"
"1674654254","7.27","-2.39","9.43","0.41"
"1674654255","7.23","-2.23","9.64","0.32"
"1674654256","7.35","-2.52","9.53","0.43"
"1674654257","7.24","-2.50","9.61","0.29"
"1674654258","7.33","-2.68","9.49","0.32"
"1674654259","7.27","-2.54","9.34","0.28"
"1674654260","7.27","-2.54","9.29","0.38"
"1674654261","7.12","-2.59","9.54","0.43"
"1674654262","7.11","-2.47","9.73","0.33"
"1674654263","7.19","-2.60","9.54","0.25"
"1674654264","7.23","-2.39","9.52","0.37"
"1674654265","7.11","-2.27","9.47","0.27"
"1674654266","7.11","-2.01","9.44","0.32"
"1674654267","7.22","-2.23","9.50","0.32"
"1674654268","7.27","-2.24","9.44","0.42"
"1674654269","7.11","-2.21","9.69","0.28"
"1674654270","7.21","-2.48","9.61","0.21"
"1674654271","7.25","-2.62","9.49","0.36"
"1674654272","7.30","-2.54","9.39","0.37"
"1674654273","7.18","-2.49","9.59","0.34"
"1674654274","7.21","-2.51","9.56","0.24"
"1674654275","7.23","-2.62","9.54","0.32"
"1674654276","7.12","-2.60","9.49","0.28"
"1674654277","7.23","-2.41","9.64","0.26"
"1674654278","7.21","-2.53","9.54","0.41"
"1674654279","7.28","-2.61","9.45","0.30"
"1674654280","7.35","-2.55","9.53","0.33"
"1674654281","7.26","-2.42","9.48","0.21"
"1674654282","7.37","-2.54","9.38","0.33"
"1674654283","7.16","-2.38","9.85","0.32"
"1674654284","7.34","-2.46","9.61","0.27"
"1674654285","7.34","-2.31","9.55","0.23"
"1674654286","7.33","-2.47","9.61","0.18"
"1674654287","7.35","-2.35","9.41","0.29"
"1674654288","7.29","-2.34","9.71","0.38"
"1674654289","7.27","-2.31","9.90","0.25"
"1674654290","7.34","-2.28","9.60","0.18"
"1674654291","7.28","-2.58","9.58","0.32"
"1674654292","7.27","-2.09","9.59","0.35"
"1674654293","7.10","-2.20","9.62","0.31"
"1674654294","7.25","-2.18","9.74","0.22"
"1674654295","7.27","-2.29","9.53","0.33"
"1674654296","7.12","-2.33","9.68","0.16"
"1674654297","7.25","-2.21","9.53","0.26"
"1674654298","7.20","-2.39","9.42","0.35"
"1674654299","7.20","-2.43","9.47","0.33"
"1674654300","7.16","-2.54","9.78","0.30"
"1674654301","7.24","-2.30","9.53","0.15"
"1674654302","7.27","-2.36","9.34","0.30"
"1674654303","7.19","-2.39","9.46","0.32"
"1674654304","7.24","-2.28","9.78","0.24"
"1674654305","7.27","-2.46","9.56","0.19"
"1674654306","7.33","-2.63","9.54","0.31"
"1674654307","7.25","-2.69","9.60","0.21"
"1674654308","7.34","-2.63","9.44","0.21"
"1674654309","7.34","-2.60","9.41","0.34"
"1674654310","7.22","-2.62","9.71","0.26"
"1674654311","7.24","-2.58","9.76","0.20"
"1674654312","7.24","-2.92","9.64","0.21"
"1674654313","7.29","-2.73","9.58","0.22"
"1674654314","7.24","-2.77","9.42","0.34"
"1674654315","7.22","-2.58","9.66","0.23"
"1674654316","7.32","-2.52","9.63","0.29"
"1674654317","7.27","-2.60","9.65","0.25"
"1674654318","7.21","-2.59","9.70","0.23"
"1674654319","7.28","-2.48","9.46","0.22"
"1674654320","7.32","-2.48","9.37","0.37"
"1674654321","7.18","-2.29","9.62","0.20"
"1674654322","7.28","-2.45","9.67","0.22"
"1674654323","7.29","-2.45","9.49","0.30"
"1674654324","7.19","-2.32","9.72","0.23"
"1674654325","7.13","-2.26","9.71","0.26"
"1674654326","7.24","-2.29","9.69","0.26"
"1674654327","7.30","-2.28","9.48","0.24"
"1674654328","7.17","-2.28","9.69","0.20"
"1674654329","7.27","-2.38","9.51","0.17"
"1674654330","7.27","-2.41","9.56","0.32"
"1674654331","7.15","-2.65","9.52","0.26"
"1674654332","7.28","-2.70","9.72","0.22"
"1674654333","7.26","-2.59","9.52","0.15"
"1674654334","7.28","-2.75","9.37","0.24"
"1674654335","7.12","-2.62","9.42","0.19"
"1674654336","7.24","-2.52","9.55","0.20"
"1674654337","7.26","-2.55","9.44","0.33"
"1674654338","7.15","-2.57","9.67","0.21"
"1674654339","7.15","-2.63","9.63","0.21"
"1674654340","7.31","-2.38","9.36","0.19"
"1674654341","7.21","-2.53","9.71","0.30"
"1674654342","7.18","-2.57","9.63","0.21"
"1674654343","7.36","-2.60","9.66","0.31"
"1674654344","7.17","-2.67","9.67","0.22"
"1674654345","7.34","-2.41","9.37","0.14"
"1674654346","7.33","-2.26","9.34","0.19"
"1674654347","7.37","-2.54","9.47","0.37"
"1674654348","7.21","-2.52","9.80","0.27"
"1674654349","7.36","-2.73","9.56","0.17"
"1674654350","7.31","-2.63","9.51","0.28"
"1674654351","7.16","-2.61","9.71","0.24"
"1674654352","7.26","-2.30","9.57","0.21"
"1674654353","7.15","-2.37","9.69","0.20"
"1674654354","7.21","-2.45","9.52","0.30"
"1674654355","7.08","-2.17","9.70","0.20"
"1674654356","7.17","-2.39","9.42","0.13"
"1674654357","7.21","-2.34","9.33","0.29"
"1674654358","7.09","-2.37","9.57","0.33"
"1674654359","7.15","-2.52","9.49","0.33"
"1674654360","7.05","-2.52","9.62","0.19"
"1674654361","7.16","-2.41","9.53","0.12"
"1674654362","7.17","-2.43","9.50","0.29"
"1674654363","7.02","-2.36","9.67","0.29"
"1674654364","7.08","-2.45","9.57","0.24"
"1674654365","7.18","-2.66","9.71","0.21"
"1674654366","7.06","-2.24","9.68","0.17"
"1674654367","7.16","-2.35","9.39","0.17"
"1674654368","7.17","-2.22","9.33","0.33"
"1674654369","6.99","-2.19","9.85","0.27"
"1674654370","7.19","-2.34","9.77","0.18"
"1674654371","7.32","-2.18","9.59","0.23"
"1674654372","7.23","-2.30","9.73","0.22"
"1674654373","7.26","-2.16","9.52","0.27"
"1674654374","7.24","-2.15","9.61","0.21"
"1674654375","7.38","-2.34","9.48","0.23"
"1674654376","7.39","-2.37","9.69","0.30"
"1674654377","7.26","-2.31","9.71","0.14"
"1674654378","7.33","-2.12","9.43","0.18"
"1674654379","7.33","-2.19","9.54","0.23"
"1674654380","7.20","-2.38","9.82","0.34"
"1674654381","7.12","-2.34","9.62","0.26"
"1674654382","7.18","-2.27","9.66","0.15"
"1674654383","7.24","-2.13","9.47","0.25"
"1674654384","7.10","-2.13","9.64","0.26"
"1674654385","7.12","-2.22","9.46","0.21"
"1674654386","7.08","-2.35","9.83","0.21"
"1674654387","7.19","-2.33","9.66","0.18"
"1674654388","7.14","-2.31","9.66","0.24"
"1674654389","7.13","-2.11","9.62","0.15"
"1674654390","7.23","-2.27","9.35","0.28"
"1674654391","7.15","-2.30","9.60","0.33"
"1674654392","7.06","-2.21","9.66","0.26"
"1674654393","7.05","-2.22","9.76","0.21"
"1674654394","7.08","-2.26","9.60","0.12"
"1674654395","7.13","-2.36","9.39","0.27"
"1674654396","7.01","-2.28","9.73","0.27"
"1674654397","6.98","-2.43","9.64","0.23"
"1674654398","7.10","-2.47","9.43","0.33"
"1674654399","7.16","-2.58","9.48","0.28"
"1674654400","7.00","-2.41","9.67","0.16"
"1674654401","7.11","-2.24","9.27","0.19"
"1674654402","7.08","-2.46","9.64","0.35"
"1674654403","7.10","-2.45","9.51","0.23"
"1674654404","7.19","-2.44","9.43","0.31"
"1674654405","7.04","-2.57","9.61","0.27"
"1674654406","7.09","-2.34","9.57","0.26"
"1674654407","7.06","-2.21","9.66","0.21"
"1674654408","7.18","-2.42","9.32","0.27"
"1674654409","7.06","-2.61","9.52","0.34"
"1674654410","7.06","-2.47","9.75","0.24"
"1674654411","7.23","-2.41","9.54","0.22"
"1674654412","7.11","-2.40","9.69","0.24"
"1674654413","7.06","-2.25","9.66","0.30"
"1674654414","7.17","-2.18","9.47","0.23"
"1674654415","7.22","-2.25","9.43","0.34"
"1674654416","7.03","-2.02","9.67","0.24"
"1674654417","7.17","-2.17","9.47","0.14"
"1674654418","7.20","-2.33","9.47","0.28"
"1674654419","7.23","-2.47","9.57","0.26"
"1674654420","7.15","-2.54","9.74","0.33"
"1674654421","7.18","-2.50","9.64","0.20"
"1674654422","7.27","-2.32","9.45","0.28"
"1674654423","7.12","-2.42","9.63","0.27"
"1674654424","7.11","-2.24","9.47","0.22"
"1674654425","7.23","-2.37","9.61","0.34"
"1674654426","7.18","-2.62","9.68","0.27"
"1674654427","7.16","-2.55","9.56","0.26"
"1674654428","7.17","-2.51","9.56","0.21"
"1674654429","7.17","-2.43","9.57","0.21"
"1674654430","7.17","-2.30","9.57","0.26"
"1674654431","7.17","-2.06","9.57","0.31"
"1674654432","7.16","-1.78","9.58","0.31"
"1674654433","7.14","-1.82","9.60","0.26"
"1674654434","7.15","-1.73","9.62","0.24"
"1674654435","7.17","-1.65","9.64","0.26"
"1674654436","7.20","-1.54","9.65","0.31"
"1674654437","7.23","-1.39","9.66","0.34"
"1674654438","7.26","-1.31","9.68","0.31"
"1674654439","7.29","-1.27","9.72","0.25"
"1674654440","7.32","-1.23","9.75","0.24"
"1674654441","7.34","-1.20","9.78","0.28"
"1674654442","7.36","-1.23","9.79","0.32"
"1674654443","7.38","-1.26","9.81","0.33"
"1674654444","7.40","-1.29","9.83","0.29"
"1674654445","7.43","-1.24","9.86","0.25"
"1674654446","7.46","-1.27","9.90","0.27"
"1674654447","7.49","-1.33","9.92","0.32"
"1674654448","7.51","-1.37","9.93","0.35"
"1674654449","7.53","-1.38","9.94","0.33"
"1674654450","7.55","-1.31","9.97","0.28"
"1674654451","7.57","-1.25","10.00","0.26"
"1674654452","7.59","-1.19","10.02","0.30"
"1674654453","7.62","-1.14","10.03","0.36"
"1674654454","7.63","-1.12","10.04","0.36"
"1674654455","7.65","-1.13","10.07","0.31"
"1674654456","7.68","-1.15","10.10","0.28"
"1674654457","7.68","-1.16","10.12","0.29"
"1674654458","7.69","-1.17","10.13","0.36"
"1674654459","7.70","-1.18","10.15","0.37"
"1674654460","7.72","-1.19","10.16","0.34"
"1674654461","7.73","-1.17","10.18","0.31"
"1674654462","7.74","-1.17","10.20","0.30"
"1674654463","7.75","-1.21","10.22","0.33"
"1674654464","7.76","-1.23","10.23","0.38"
"1674654465","7.77","-1.26","10.23","0.39"
"1674654466","7.78","-1.34","10.25","0.34"
"1674654467","7.79","-1.38","10.27","0.30"
"1674654468","7.80","-1.43","10.29","0.31"
"1674654469","7.81","-1.49","10.30","0.36"
"1674654470","7.82","-1.55","10.30","0.40"
"1674654471","7.83","-1.59","10.31","0.38"
"1674654472","7.83","-1.63","10.33","0.33"
"1674654473","7.85","-1.67","10.35","0.30"
"1674654474","7.86","-1.74","10.36","0.35"
"1674654475","7.87","-1.81","10.36","0.39"
"1674654476","7.88","-1.87","10.36","0.41"
"1674654477","7.89","-1.89","10.37","0.37"
"1674654478","7.89","-1.89","10.39","0.32"
"1674654479","7.91","-1.88","10.41","0.33"
"1674654480","7.92","-1.89","10.41","0.38"
"1674654481","7.92","-1.91","10.41","0.41"
"1674654482","7.93","-1.93","10.41","0.39"
"1674654483","7.93","-1.99","10.43","0.33"
"1674654484","7.94","-2.03","10.45","0.32"
"1674654485","7.96","-2.05","10.46","0.36"
"1674654486","7.96","-2.10","10.45","0.42"
"1674654487","7.96","-2.13","10.45","0.41"
"1674654488","7.96","-2.14","10.47","0.34"
"1674654489","7.96","-2.14","10.48","0.33"
"1674654490","7.95","-2.21","10.49","0.38"
"1674654491","7.96","-2.22","10.48","0.43"
"1674654492","7.96","-2.20","10.48","0.44"
"1674654493","7.96","-2.20","10.50","0.38"
"1674654494","7.97","-2.19","10.51","0.36"
"1674654495","7.98","-2.18","10.52","0.40"
"1674654496","7.98","-2.19","10.52","0.45"
"1674654497","7.98","-2.20","10.51","0.45"
"1674654498","7.99","-2.22","10.52","0.41"
"1674654499","7.99","-2.22","10.53","0.37"
"1674654500","8.00","-2.21","10.54","0.39"
"1674654501","8.00","-2.22","10.54","0.45"
"1674654502","8.00","-2.22","10.53","0.46"
"1674654503","8.00","-2.22","10.54","0.42"
"1674654504","8.00","-2.22","10.55","0.38"
"1674654505","8.01","-2.21","10.56","0.38"
"1674654506","8.02","-2.21","10.56","0.44"
"1674654507","8.02","-2.21","10.55","0.47"
"1674654508","8.01","-2.21","10.56","0.44"
"1674654509","8.02","-2.20","10.56","0.40"
"1674654510","8.02","-2.19","10.58","0.38"
"1674654511","8.03","-2.18","10.59","0.41"
"1674654512","8.02","-2.17","10.58","0.46"
"1674654513","8.02","-2.18","10.58","0.46"
"1674654514","8.02","-2.17","10.59","0.41"
"1674654515","8.03","-2.16","10.60","0.38"
"1674654516","8.03","-2.15","10.61","0.39"
"1674654517","8.03","-2.15","10.61","0.43"
"1674654518","8.03","-2.16","10.60","0.46"
"1674654519","8.03","-2.17","10.60","0.44"
"1674654520","8.02","-2.16","10.60","0.38"
"1674654521","8.03","-2.16","10.61","0.38"
"1674654522","8.03","-2.16","10.61","0.42"
"1674654523","8.03","-2.18","10.61","0.47"
"1674654524","8.03","-2.19","10.60","0.46"
"1674654525","8.02","-2.20","10.61","0.42"
"1674654526","8.02","-2.20","10.62","0.38"
"1674654527","8.03","-2.21","10.63","0.41"
"1674654528","8.03","-2.21","10.62","0.46"
"1674654529","8.03","-2.23","10.61","0.48"
"1674654530","8.02","-2.24","10.61","0.44"
"1674654531","8.02","-2.25","10.62","0.40"
"1674654532","8.02","-2.25","10.63","0.39"
"1674654533","8.02","-2.25","10.63","0.44"
"1674654534","8.02","-2.26","10.62","0.48"
"1674654535","8.02","-2.28","10.62","0.47"
"1674654536","8.01","-2.28","10.63","0.42"
"1674654537","8.01","-2.28","10.64","0.39"
"1674654538","8.02","-2.28","10.64","0.41"
"1674654539","8.02","-2.28","10.64","0.45"
"1674654540","8.02","-2.29","10.63","0.48"
"1674654541","8.01","-2.30","10.63","0.46"
"1674654542","8.01","-2.30","10.64","0.41"
"1674654543","8.01","-2.29","10.64","0.39"
"1674654544","8.00","-2.28","10.65","0.43"
"1674654545","8.01","-2.29","10.64","0.48"
"1674654546","8.00","-2.29","10.63","0.48"
"1674654547","8.00","-2.30","10.63","0.44"
"1674654548","8.00","-2.29","10.65","0.40"
"1674654549","8.00","-2.29","10.65","0.40"
"1674654550","8.00","-2.28","10.64","0.44"
"1674654551","8.00","-2.29","10.63","0.49"
"1674654552","7.99","-2.30","10.63","0.49"
"1674654553","8.00","-2.31","10.64","0.42"
"1674654554","7.99","-2.30","10.64","0.39"
"1674654555","7.99","-2.30","10.64","0.41"
"1674654556","7.99","-2.30","10.64","0.46"
"1674654557","7.99","-2.31","10.62","0.49"
"1674654558","7.98","-2.32","10.62","0.48"
"1674654559","7.98","-2.33","10.62","0.43"
"1674654560","7.98","-2.32","10.63","0.40"
"1674654561","7.98","-2.32","10.63","0.43"
"1674654562","7.98","-2.33","10.62","0.47"
"1674654563","7.98","-2.34","10.61","0.50"
"1674654564","7.97","-2.35","10.60","0.47"
"1674654565","7.97","-2.35","10.61","0.42"
"1674654566","7.97","-2.35","10.61","0.41"
"1674654567","7.97","-2.35","10.61","0.45"
"1674654568","7.97","-2.36","10.60","0.49"
"1674654569","7.96","-2.37","10.59","0.49"
"1674654570","7.96","-2.38","10.59","0.45"
"1674654571","7.96","-2.38","10.60","0.40"
"1674654572","7.96","-2.38","10.60","0.41"
"1674654573","7.96","-2.36","10.59","0.47"
"1674654574","7.96","-2.38","10.58","0.50"
"1674654575","7.95","-2.41","10.58","0.47"
"1674654576","7.95","-2.42","10.58","0.42"
"1674654577","7.95","-2.42","10.59","0.40"
"1674654578","7.95","-2.42","10.59","0.44"
"1674654579","7.95","-2.43","10.58","0.49"
"1674654580","7.94","-2.44","10.56","0.48"
"1674654581","7.94","-2.45","10.57","0.43"
"1674654582","7.94","-2.44","10.57","0.40"
"1674654583","7.94","-2.44","10.57","0.43"
"1674654584","7.94","-2.44","10.56","0.48"
"1674654585","7.94","-2.45","10.55","0.50"
"1674654586","7.93","-2.45","10.55","0.45"
"1674654587","7.93","-2.45","10.55","0.41"
"1674654588","7.93","-2.44","10.56","0.41"
"1674654589","7.93","-2.43","10.55","0.46"
"1674654590","7.93","-2.44","10.54","0.50"
"1674654591","7.92","-2.44","10.53","0.47"
"1674654592","7.92","-2.44","10.53","0.42"
"1674654593","7.92","-2.43","10.54","0.40"
"1674654594","7.92","-2.42","10.53","0.44"
"1674654595","7.92","-2.43","10.52","0.49"
"1674654596","7.92","-2.43","10.51","0.48"
"1674654597","7.91","-2.43","10.51","0.43"
"1674654598","7.91","-2.43","10.52","0.40"
"1674654599","7.91","-2.42","10.52","0.42"
"1674654600","7.91","-2.42","10.50","0.48"
"1674654601","7.91","-2.43","10.49","0.49"
"1674654602","7.90","-2.43","10.49","0.44"
"1674654603","7.90","-2.43","10.50","0.40"
"1674654604","7.90","-2.42","10.50","0.41"
"1674654605","7.90","-2.42","10.49","0.47"
"1674654606","7.90","-2.43","10.48","0.49"
"1674654607","7.89","-2.44","10.47","0.45"
"1674654608","7.89","-2.44","10.48","0.40"
"1674654609","7.89","-2.43","10.48","0.41"
"1674654610","7.89","-2.43","10.48","0.46"
"1674654611","7.89","-2.44","10.46","0.49"
"1674654612","7.88","-2.45","10.46","0.47"
"1674654613","7.88","-2.46","10.46","0.41"
"1674654614","7.88","-2.45","10.47","0.40"
"1674654615","7.88","-2.45","10.46","0.44"
"1674654616","7.88","-2.46","10.45","0.48"
"1674654617","7.87","-2.48","10.44","0.49"
"1674654618","7.87","-2.48","10.44","0.43"
"1674654619","7.87","-2.49","10.45","0.38"
"1674654620","7.87","-2.49","10.45","0.41"
"1674654621","7.87","-2.49","10.44","0.46"
"1674654622","7.87","-2.50","10.43","0.49"
"1674654623","7.86","-2.51","10.42","0.46"
"1674654624","7.86","-2.52","10.42","0.41"
"1674654625","7.86","-2.51","10.43","0.38"
"1674654626","7.86","-2.51","10.43","0.43"
"1674654627","7.86","-2.52","10.41","0.47"
"1674654628","7.86","-2.53","10.40","0.46"
"1674654629","7.85","-2.54","10.40","0.42"
