"","Differential 5 - 6 Last (mV)","Differential 7 - 8 Last (mV)","Differential 9 - 10 Last (mV)"
"1674049905","-56.05","0.03","-3.08"
"1674049906","-56.05","-0.02","-3.08"
"1674049907","-56.05","0.17","-3.08"
"1674049908","-56.05","-0.13","-3.08"
"1674049909","-56.05","-0.22","-3.07"
"1674049910","-56.05","0.04","-3.07"
"1674049911","-56.05","0.08","-3.07"
"1674049912","-56.05","-0.01","-3.07"
"1674049913","-56.05","-0.07","-3.06"
"1674049914","-56.04","0.07","-3.05"
"1674049915","-56.04","0.03","-3.03"
"1674049916","-56.04","-0.07","-3.01"
"1674049917","-56.04","0.00","-2.99"
"1674049918","-56.04","0.09","-2.98"
"1674049919","-56.04","-0.03","-2.98"
"1674049920","-56.03","-0.06","-2.98"
"1674049921","-56.03","0.06","-2.99"
"1674049922","-56.03","0.08","-2.99"
"1674049923","-56.02","-0.08","-3.00"
"1674049924","-56.02","-0.05","-3.00"
"1674049925","-56.01","0.07","-3.00"
"1674049926","-56.01","0.05","-3.00"
"1674049927","-56.01","-0.08","-3.00"
"1674049928","-56.00","-0.02","-3.00"
"1674049929","-56.00","0.07","-3.00"
"1674049930","-55.99","-0.39","-2.99"
"1674049931","-55.99","-0.03","-2.99"
"1674049932","-55.98","0.01","-2.99"
"1674049933","-55.98","0.21","-2.99"
"1674049934","-55.98","0.01","-2.99"
"1674049935","-55.97","-0.93","-2.98"
"1674049936","-55.97","0.17","-2.98"
"1674049937","-55.97","0.16","-2.98"
"1674049938","-55.97","-0.01","-2.98"
"1674049939","-55.97","-0.06","-2.98"
"1674049940","-55.97","0.07","-2.98"
"1674049941","-55.97","0.09","-2.98"
"1674049942","-55.97","-0.05","-2.98"
"1674049943","-55.97","-0.06","-2.98"
"1674049944","-55.97","0.08","-2.98"
"1674049945","-55.97","0.06","-2.98"
"1674049946","-55.97","-0.08","-2.98"
"1674049947","-55.97","-0.05","-2.97"
"1674049948","-55.97","0.20","-2.97"
"1674049949","-55.98","0.05","-2.96"
"1674049950","-55.99","-0.08","-2.96"
"1674049951","-56.00","0.10","-2.95"
"1674049952","-56.00","0.10","-2.96"
"1674049953","-56.00","-0.02","-2.96"
"1674049954","-56.00","0.04","-2.96"
"1674049955","-56.00","-0.02","-2.95"
"1674049956","-56.00","0.10","-2.95"
"1674049957","-56.01","-0.04","-2.95"
"1674049958","-56.02","-0.10","-2.95"
"1674049959","-56.02","0.05","-2.95"
"1674049960","-56.03","0.07","-2.95"
"1674049961","-56.03","-0.06","-2.94"
"1674049962","-56.04","0.39","-2.93"
"1674049963","-56.04","0.05","-2.93"
"1674049964","-56.04","0.09","-2.93"
"1674049965","-56.04","-0.08","-2.93"
"1674049966","-56.04","-0.07","-2.93"
"1674049967","-56.04","0.17","-2.92"
"1674049968","-56.04","0.03","-2.92"
"1674049969","-56.04","-0.06","-2.91"
"1674049970","-56.03","-0.05","-2.91"
"1674049971","-56.03","0.09","-2.91"
"1674049972","-56.03","0.05","-2.90"
"1674049973","-56.03","-0.08","-2.90"
"1674049974","-56.03","0.21","-2.89"
"1674049975","-56.02","0.10","-2.90"
"1674049976","-56.02","-0.05","-2.90"
"1674049977","-56.01","-0.13","-2.89"
"1674049978","-56.00","0.06","-2.89"
"1674049979","-56.00","0.11","-2.89"
"1674049980","-56.00","0.01","-2.89"
"1674049981","-56.00","-0.10","-2.87"
"1674049982","-55.98","0.08","-2.88"
"1674049983","-55.97","0.05","-2.88"
"1674049984","-55.95","-0.50","-2.87"
"1674049985","-55.92","-0.05","-2.86"
"1674049986","-55.93","0.09","-2.85"
"1674049987","-55.93","0.05","-2.84"
"1674049988","-55.94","-0.11","-2.85"
"1674049989","-55.94","0.06","-2.85"
"1674049990","-55.94","0.04","-2.85"
"1674049991","-55.94","-0.43","-2.83"
"1674049992","-55.94","-0.15","-2.84"
"1674049993","-55.94","0.28","-2.83"
"1674049994","-55.94","0.91","-2.81"
"1674049995","-55.94","0.81","-2.85"
"1674049996","-55.94","-0.24","-2.84"
"1674049997","-55.94","-0.82","-2.83"
"1674049998","-55.94","0.05","-2.83"
"1674049999","-55.94","0.11","-2.83"
"1674050000","-55.93","-0.05","-2.82"
"1674050001","-55.94","0.01","-2.82"
"1674050002","-55.94","-0.03","-2.82"
"1674050003","-55.93","-0.06","-2.82"
"1674050004","-55.93","0.01","-2.82"
"1674050005","-55.92","0.06","-2.82"
"1674050006","-55.92","-0.05","-2.82"
"1674050007","-55.92","-0.01","-2.82"
"1674050008","-55.92","-0.62","-2.82"
"1674050009","-55.92","-0.26","-2.81"
"1674050010","-55.92","0.06","-2.82"
"1674050011","-55.91","-0.22","-2.81"
"1674050012","-55.91","0.02","-2.80"
"1674050013","-55.91","0.07","-2.80"
"1674050014","-55.90","0.03","-2.80"
"1674050015","-55.90","-0.07","-2.80"
"1674050016","-55.90","-0.12","-2.79"
"1674050017","-55.90","0.33","-2.84"
"1674050018","-55.88","0.02","-2.77"
"1674050019","-55.87","-0.01","-2.77"
"1674050020","-55.87","0.10","-2.78"
"1674050021","-55.87","0.01","-2.78"
"1674050022","-55.86","-0.04","-2.78"
"1674050023","-55.86","0.03","-2.78"
"1674050024","-55.85","0.08","-2.78"
"1674050025","-55.85","-0.04","-2.77"
"1674050026","-55.84","0.28","-2.79"
"1674050027","-55.84","0.02","-2.77"
"1674050028","-55.83","0.21","-2.76"
"1674050029","-55.82","-0.09","-2.76"
"1674050030","-55.82","-0.03","-2.76"
"1674050031","-55.81","0.51","-2.76"
"1674050032","-55.81","0.05","-2.76"
"1674050033","-55.80","-0.09","-2.76"
"1674050034","-55.79","-0.06","-2.75"
"1674050035","-55.79","-0.08","-2.75"
"1674050036","-55.78","0.08","-2.75"
"1674050037","-55.78","-0.13","-2.74"
"1674050038","-55.77","-0.04","-2.74"
"1674050039","-55.76","0.05","-2.73"
"1674050040","-55.76","-0.01","-2.73"
"1674050041","-55.75","-0.06","-2.72"
"1674050042","-55.75","-0.01","-2.72"
"1674050043","-55.74","0.23","-2.72"
"1674050044","-55.74","-0.10","-2.72"
"1674050045","-55.73","-0.19","-2.72"
"1674050046","-55.73","0.06","-2.71"
"1674050047","-55.72","0.01","-2.71"
"1674050048","-55.72","-0.02","-2.72"
"1674050049","-55.72","-0.04","-2.71"
"1674050050","-55.71","0.05","-2.71"
"1674050051","-55.71","0.03","-2.71"
"1674050052","-55.71","-0.03","-2.71"
"1674050053","-55.71","-0.19","-2.70"
"1674050054","-55.70","-0.37","-2.71"
"1674050055","-55.70","0.04","-2.72"
"1674050056","-55.70","0.41","-2.73"
"1674050057","-55.70","-0.53","-2.72"
"1674050058","-55.70","-0.50","-2.70"
"1674050059","-55.69","-0.07","-2.71"
"1674050060","-55.70","-0.42","-2.68"
"1674050061","-55.68","0.60","-2.71"
"1674050062","-55.69","-1.25","-2.68"
"1674050063","-55.68","1.83","-2.71"
"1674050064","-55.68","-0.73","-2.70"
"1674050065","-55.68","0.16","-2.70"
"1674050066","-55.67","1.53","-2.72"
"1674050067","-55.67","-1.67","-2.69"
"1674050068","-55.67","0.09","-2.69"
"1674050069","-55.66","-0.09","-2.69"
"1674050070","-55.66","-0.04","-2.68"
"1674050071","-55.65","-0.48","-2.69"
"1674050072","-55.67","0.04","-2.75"
"1674050073","-55.65","0.09","-2.72"
"1674050074","-55.62","0.34","-2.70"
"1674050075","-55.58","-0.41","-2.62"
"1674050076","-55.57","-1.37","-2.54"
"1674050077","-55.57","0.19","-2.60"
"1674050078","-55.56","0.62","-2.59"
"1674050079","-55.56","0.90","-2.64"
"1674050080","-55.57","0.32","-2.62"
"1674050081","-55.56","-0.45","-2.63"
"1674050082","-55.55","0.74","-2.62"
"1674050083","-55.54","1.37","-2.67"
"1674050084","-55.54","-0.81","-2.66"
"1674050085","-55.53","0.01","-2.60"
"1674050086","-55.52","-0.25","-2.64"
"1674050087","-55.51","0.28","-2.65"
"1674050088","-55.50","0.58","-2.65"
"1674050089","-55.49","-0.27","-2.64"
"1674050090","-55.49","-0.69","-2.62"
"1674050091","-55.48","0.08","-2.63"
"1674050092","-55.47","0.09","-2.63"
"1674050093","-55.46","-0.10","-2.63"
"1674050094","-55.45","-0.16","-2.63"
"1674050095","-55.44","-0.02","-2.63"
"1674050096","-55.43","-0.11","-2.63"
"1674050097","-55.42","-0.18","-2.62"
"1674050098","-55.40","-0.07","-2.62"
"1674050099","-55.40","0.08","-2.62"
"1674050100","-55.38","0.02","-2.62"
"1674050101","-55.37","0.10","-2.62"
"1674050102","-55.36","0.12","-2.62"
"1674050103","-55.35","-0.16","-2.62"
"1674050104","-55.34","-0.03","-2.61"
"1674050105","-55.32","2.36","-2.64"
"1674050106","-55.31","-1.22","-2.62"
"1674050107","-55.29","-1.25","-2.62"
"1674050108","-55.28","-0.18","-2.64"
"1674050109","-55.28","0.02","-2.62"
"1674050110","-55.27","-0.85","-2.64"
"1674050111","-55.25","-0.69","-2.61"
"1674050112","-55.24","0.33","-2.62"
"1674050113","-55.24","0.07","-2.63"
"1674050114","-55.23","0.08","-2.66"
"1674050115","-55.25","-0.98","-2.65"
"1674050116","-55.22","-0.13","-2.65"
"1674050117","-55.20","0.07","-2.66"
"1674050118","-55.20","0.10","-2.62"
"1674050119","-55.21","-0.04","-2.58"
"1674050120","-55.20","-0.16","-2.59"
"1674050121","-55.18","0.26","-2.59"
"1674050122","-55.17","0.01","-2.57"
"1674050123","-55.17","-0.14","-2.56"
"1674050124","-55.16","0.03","-2.55"
"1674050125","-55.15","0.06","-2.55"
"1674050126","-55.15","-1.26","-2.41"
"1674050127","-55.13","0.31","-2.51"
"1674050128","-55.12","0.10","-2.52"
"1674050129","-55.11","-0.25","-2.50"
"1674050130","-55.10","5.16","-2.58"
"1674050131","-55.07","-0.30","-2.48"
"1674050132","-55.09","0.04","-2.52"
"1674050133","-55.04","-0.03","-2.69"
"1674050134","-54.92","0.03","-2.79"
"1674050135","-54.72","0.10","-0.61"
"1674050136","-50.53","0.15","-7.23"
"1674050137","-47.04","-0.05","-12.55"
"1674050138","-52.83","0.07","-6.26"
"1674050139","-64.19","-0.06","0.58"
"1674050140","-18.32","0.11","8.15"
"1674050141","-16.55","-0.59","12.42"
"1674050142","-12.66","0.62","17.04"
"1674050143","-13.00","1.56","19.21"
"1674050144","-22.11","-1.10","20.00"
"1674050145","-18.66","0.64","18.92"
"1674050146","-20.07","0.50","18.91"
"1674050147","-15.20","-1.08","23.53"
"1674050148","-10.74","0.04","19.13"
"1674050149","-19.78","0.17","12.22"
"1674050150","-22.55","0.19","9.11"
"1674050151","-24.75","0.05","7.04"
"1674050152","-26.13","0.14","6.83"
"1674050153","-27.51","0.34","5.93"
"1674050154","-28.58","0.03","5.43"
"1674050155","-29.89","0.00","4.98"
"1674050156","-31.40","-0.12","4.87"
"1674050157","-33.12","-0.07","5.01"
"1674050158","-34.49","0.04","5.19"
"1674050159","-37.18","0.28","5.66"
"1674050160","-35.21","-0.17","11.28"
"1674050161","-34.11","0.01","10.42"
"1674050162","-20.14","0.22","11.59"
"1674050163","24.46","0.53","13.77"
"1674050164","74.05","0.10","-5.98"
"1674050165","65.97","0.25","-24.27"
"1674050166","13.95","0.16","-16.82"
"1674050167","-4.59","0.11","-0.06"
"1674050168","-13.87","0.02","4.43"
"1674050169","-19.44","0.14","4.37"
"1674050170","-21.81","0.13","3.85"
"1674050171","-23.04","-0.01","3.56"
"1674050172","-25.52","0.02","2.87"
"1674050173","-27.18","0.12","2.42"
"1674050174","0.08","0.13","1.87"
"1674050175","0.09","-0.01","1.44"
"1674050176","0.07","0.15","1.02"
"1674050177","-0.27","0.16","0.66"
"1674050178","0.45","0.06","0.12"
"1674050179","2.31","0.06","-0.45"
"1674050180","0.42","0.06","-1.07"
"1674050181","0.38","0.19","-1.57"
"1674050182","0.08","0.12","-2.18"
"1674050183","-0.01","-0.10","-2.81"
"1674050184","0.67","0.10","-3.33"
"1674050185","0.46","-0.18","-3.89"
"1674050186","-58.49","-0.04","-4.29"
"1674050187","-66.97","-0.07","-4.72"
"1674050188","-55.93","-0.06","-5.05"
"1674050189","-48.16","0.05","-5.46"
"1674050190","-49.98","-0.06","-5.76"
"1674050191","-53.15","0.06","-6.05"
"1674050192","-54.50","0.34","-6.18"
"1674050193","-55.53","-0.17","-6.34"
"1674050194","-56.13","1.85","-6.53"
"1674050195","-56.68","-1.90","-6.57"
"1674050196","-57.05","0.25","-5.50"
"1674050197","-57.47","-0.22","-5.13"
"1674050198","-57.81","-1.28","-5.21"
"1674050199","-58.19","-0.58","-5.45"
"1674050200","-58.48","0.28","-5.65"
"1674050201","-58.77","0.14","-5.86"
"1674050202","-58.99","0.03","-6.04"
"1674050203","-59.23","0.18","-6.26"
"1674050204","-59.45","0.09","-6.46"
"1674050205","-59.60","-0.04","-6.61"
"1674050206","-59.74","0.04","-6.77"
"1674050207","-59.85","0.23","-6.91"
"1674050208","-59.99","-0.09","-7.07"
"1674050209","-60.11","0.00","-7.21"
"1674050210","-60.25","0.35","-7.38"
"1674050211","-60.36","0.11","-7.54"
"1674050212","-60.48","-0.12","-7.73"
"1674050213","-60.58","-0.12","-7.89"
"1674050214","-60.68","-0.03","-8.09"
"1674050215","-60.71","0.18","-8.27"
"1674050216","-60.78","-0.56","-8.48"
"1674050217","-60.85","-0.17","-8.66"
"1674050218","-60.95","0.03","-8.88"
"1674050219","-61.03","0.01","-9.06"
"1674050220","-61.11","-0.19","-9.26"
"1674050221","-61.16","0.02","-9.43"
"1674050222","-61.23","0.03","-9.62"
"1674050223","-61.23","-0.05","-9.80"
"1674050224","-61.25","-0.08","-9.93"
"1674050225","-61.31","0.03","-10.08"
"1674050226","-61.32","0.03","-10.18"
"1674050227","-61.37","-0.65","-10.30"
"1674050228","-61.43","-0.05","-10.39"
"1674050229","-61.50","0.03","-10.51"
"1674050230","-61.55","0.00","-10.62"
"1674050231","-61.62","-0.06","-10.74"
"1674050232","-61.67","-0.05","-10.84"
"1674050233","-61.72","0.19","-10.93"
"1674050234","-61.77","0.01","-11.00"
"1674050235","-61.83","-0.05","-11.08"
"1674050236","-61.87","0.08","-11.16"
"1674050237","-61.91","0.04","-11.25"
"1674050238","-61.94","-0.06","-11.33"
"1674050239","-61.99","-0.18","-11.41"
"1674050240","-62.02","0.07","-11.48"
"1674050241","-62.06","0.07","-11.56"
"1674050242","-62.10","-0.05","-11.64"
"1674050243","-62.12","-0.10","-11.70"
"1674050244","-62.15","-0.04","-11.76"
"1674050245","-62.17","-0.02","-11.82"
"1674050246","-62.19","-0.08","-11.88"
"1674050247","-62.22","-0.13","-11.93"
"1674050248","-62.24","0.07","-11.99"
"1674050249","-62.25","0.04","-12.03"
"1674050250","-62.27","-0.09","-12.08"
"1674050251","-62.28","0.01","-12.12"
"1674050252","-62.30","0.06","-12.17"
"1674050253","-62.31","-0.05","-12.20"
"1674050254","-62.33","-0.07","-12.24"
"1674050255","-62.34","0.05","-12.28"
"1674050256","-62.36","0.02","-12.32"
"1674050257","-62.37","-0.09","-12.35"
"1674050258","-62.38","-0.01","-12.39"
"1674050259","-62.39","0.07","-12.42"
"1674050260","-62.40","-0.04","-12.46"
"1674050261","-62.40","-0.08","-12.48"
"1674050262","-62.41","0.04","-12.51"
"1674050263","-62.41","0.02","-12.54"
"1674050264","-62.41","-0.08","-12.57"
"1674050265","-62.41","-0.03","-12.60"
"1674050266","-62.41","-0.44","-12.61"
"1674050267","-62.41","-0.01","-12.64"
"1674050268","-62.41","-0.09","-12.66"
"1674050269","-62.41","0.12","-12.68"
"1674050270","-62.41","0.10","-12.70"
"1674050271","-62.41","-0.08","-12.72"
"1674050272","-62.40","-0.05","-12.73"
"1674050273","-62.40","0.13","-12.75"
"1674050274","-62.40","0.06","-12.76"
"1674050275","-62.40","-0.10","-12.77"
"1674050276","-62.40","-0.06","-12.78"
"1674050277","-62.39","0.03","-12.79"
"1674050278","-62.39","-0.07","-12.80"
"1674050279","-62.37","-0.12","-12.81"
"1674050280","-62.36","-0.01","-12.81"
"1674050281","-62.35","0.07","-12.82"
"1674050282","-62.34","-0.08","-12.83"
"1674050283","-62.34","-0.07","-12.83"
"1674050284","-62.33","0.05","-12.84"
"1674050285","-62.32","0.03","-12.84"
"1674050286","-62.31","-0.09","-12.85"
"1674050287","-62.30","-0.03","-12.85"
"1674050288","-62.29","0.07","-12.85"
"1674050289","-62.28","0.00","-12.86"
"1674050290","-62.27","-0.09","-12.86"
"1674050291","-62.26","0.00","-12.86"
"1674050292","-62.24","0.06","-12.86"
"1674050293","-62.23","-0.04","-12.86"
"1674050294","-62.22","-0.07","-12.85"
"1674050295","-62.21","0.04","-12.85"
"1674050296","-62.19","0.02","-12.85"
"1674050297","-62.18","-0.08","-12.85"
"1674050298","-62.17","-0.02","-12.85"
"1674050299","-62.16","0.06","-12.84"
"1674050300","-62.15","-0.04","-12.84"
"1674050301","-62.13","-0.08","-12.84"
"1674050302","-62.12","0.15","-12.83"
"1674050303","-62.10","-0.17","-12.82"
"1674050304","-62.09","-0.06","-12.82"
"1674050305","-62.08","0.61","-12.82"
"1674050306","-62.07","0.16","-12.81"
"1674050307","-62.05","-0.08","-12.80"
"1674050308","-62.04","-0.07","-12.80"
"1674050309","-62.03","0.12","-12.79"
"1674050310","-62.02","-0.01","-12.79"
"1674050311","-62.02","-0.16","-12.78"
"1674050312","-62.01","0.03","-12.77"
"1674050313","-61.99","0.04","-12.76"
"1674050314","-61.98","-0.09","-12.76"
"1674050315","-61.96","0.00","-12.75"
"1674050316","-61.95","0.11","-12.75"
"1674050317","-61.94","-0.07","-12.74"
"1674050318","-61.92","-0.11","-12.73"
"1674050319","-61.91","0.03","-12.72"
"1674050320","-61.90","0.08","-12.72"
"1674050321","-61.88","0.00","-12.71"
"1674050322","-61.87","-0.03","-12.70"
"1674050323","-61.85","0.07","-12.69"
"1674050324","-61.83","-0.34","-12.68"
"1674050325","-61.82","-0.03","-12.68"
"1674050326","-61.81","0.12","-12.67"
"1674050327","-61.80","0.07","-12.67"
"1674050328","-61.79","-0.06","-12.66"
"1674050329","-61.78","0.00","-12.65"
"1674050330","-61.77","0.06","-12.64"
"1674050331","-61.76","-0.01","-12.63"
"1674050332","-61.75","-0.04","-12.62"
"1674050333","-61.74","0.07","-12.62"
"1674050334","-61.73","-0.02","-12.61"
"1674050335","-61.72","-0.05","-12.60"
"1674050336","-61.70","0.02","-12.59"
"1674050337","-61.69","0.02","-12.58"
"1674050338","-61.67","-0.12","-12.57"
"1674050339","-61.66","-0.02","-12.56"
"1674050340","-61.65","0.05","-12.55"
"1674050341","-61.64","-0.06","-12.54"
"1674050342","-61.63","-0.05","-12.53"
"1674050343","-61.62","0.05","-12.51"
"1674050344","-61.61","-0.01","-12.50"
"1674050345","-61.60","-0.06","-12.49"
"1674050346","-61.60","0.13","-12.48"
"1674050347","-61.58","0.16","-12.47"
"1674050348","-61.57","0.00","-12.45"
"1674050349","-61.55","-0.02","-12.44"
"1674050350","-61.54","0.04","-12.43"
"1674050351","-61.53","-0.06","-12.41"
"1674050352","-61.52","-0.07","-12.40"
"1674050353","-61.51","-0.22","-12.38"
"1674050354","-61.50","0.07","-12.38"
"1674050355","-61.48","-0.08","-12.36"
"1674050356","-61.47","-0.01","-12.35"
"1674050357","-61.46","0.05","-12.33"
"1674050358","-61.45","-0.08","-12.32"
"1674050359","-61.44","-0.13","-12.30"
"1674050360","-61.44","0.06","-12.29"
"1674050361","-61.42","-0.02","-12.28"
"1674050362","-61.42","0.02","-12.26"
"1674050363","-61.41","0.02","-12.25"
"1674050364","-61.40","0.03","-12.23"
"1674050365","-61.39","-0.07","-12.22"
"1674050366","-61.37","-0.02","-12.20"
"1674050367","-61.37","0.06","-12.19"
"1674050368","-61.35","-0.04","-12.17"
"1674050369","-61.34","-0.08","-12.16"
"1674050370","-61.33","0.04","-12.14"
"1674050371","-61.32","0.03","-12.13"
"1674050372","-61.31","-0.08","-12.11"
"1674050373","-61.30","-0.02","-12.09"
"1674050374","-61.29","0.06","-12.08"
"1674050375","-61.28","-0.03","-12.06"
"1674050376","-61.26","-0.07","-12.04"
"1674050377","-61.25","0.04","-12.03"
"1674050378","-61.24","0.02","-12.01"
"1674050379","-61.23","-0.08","-11.99"
"1674050380","-61.21","-0.02","-11.97"
"1674050381","-61.21","0.04","-11.95"
"1674050382","-61.20","-0.16","-11.93"
"1674050383","-61.18","-0.07","-11.91"
"1674050384","-61.17","0.02","-11.90"
"1674050385","-61.15","0.10","-11.88"
"1674050386","-61.14","-0.03","-11.86"
"1674050387","-61.13","-0.05","-11.84"
"1674050388","-61.12","0.08","-11.82"
"1674050389","-61.11","-0.01","-11.80"
"1674050390","-61.10","-0.05","-11.78"
"1674050391","-61.09","0.02","-11.76"
"1674050392","-61.08","0.04","-11.74"
"1674050393","-61.07","-0.05","-11.72"
"1674050394","-61.06","-0.04","-11.70"
"1674050395","-61.06","0.01","-11.68"
"1674050396","-61.05","0.15","-11.67"
"1674050397","-61.03","0.34","-11.65"
"1674050398","-61.02","0.03","-11.64"
"1674050399","-61.01","0.13","-11.62"
"1674050400","-61.00","-0.03","-11.60"
"1674050401","-60.99","-0.05","-11.59"
"1674050402","-60.98","0.03","-11.57"
"1674050403","-60.97","-0.02","-11.56"
"1674050404","-60.96","-0.05","-11.54"
"1674050405","-60.95","-0.06","-11.53"
"1674050406","-60.94","-0.03","-11.51"
"1674050407","-60.93","0.01","-11.50"
"1674050408","-60.93","-0.77","-11.46"
"1674050409","-60.88","-3.67","-11.41"
"1674050410","-60.65","1.26","-11.42"
"1674050411","-60.60","-1.62","-11.44"
"1674050412","-60.63","3.88","-11.42"
"1674050413","-60.63","2.30","-11.45"
"1674050414","-60.67","1.17","-11.40"
"1674050415","-60.68","-0.02","-11.39"
"1674050416","-60.70","0.45","-11.38"
"1674050417","-60.72","-1.73","-11.37"
"1674050418","-60.71","0.70","-11.39"
"1674050419","-60.72","-0.03","-11.38"
"1674050420","-60.73","0.26","-11.37"
"1674050421","-60.75","-1.70","-2.80"
"1674050422","-60.77","0.42","-2.51"
"1674050423","-60.74","0.32","-27.15"
"1674050424","-60.72","-1.02","-32.68"
"1674050425","-60.70","-0.06","-30.31"
"1674050426","-60.70","0.07","-28.85"
"1674050427","-60.70","0.04","-27.22"
"1674050428","-60.70","-0.27","-25.97"
"1674050429","-60.70","-0.28","-24.65"
"1674050430","-60.70","0.26","-23.67"
"1674050431","-60.69","-0.08","-22.63"
"1674050432","-60.69","-0.08","-21.86"
"1674050433","-60.69","0.15","-21.03"
"1674050434","-60.69","0.08","-20.40"
"1674050435","-60.67","-0.09","-19.74"
"1674050436","-60.67","-0.01","-19.23"
"1674050437","-60.66","0.07","-18.69"
"1674050438","-60.66","0.11","-18.27"
"1674050439","-60.65","-0.07","-17.81"
"1674050440","-60.65","-0.07","-17.40"
"1674050441","-60.65","-0.02","-17.08"
"1674050442","-60.65","0.00","-16.72"
"1674050443","-60.64","0.00","-16.44"
"1674050444","-60.64","0.32","-16.14"
"1674050445","-60.64","-0.04","-15.91"
"1674050446","-60.63","-0.02","-15.63"
"1674050447","-60.63","0.06","-15.42"
"1674050448","-60.62","-0.08","-15.18"
"1674050449","-60.63","0.05","-15.00"
"1674050450","-60.62","0.13","-14.81"
"1674050451","-60.62","0.02","-14.64"
"1674050452","-60.62","-0.06","-14.46"
"1674050453","-60.61","-0.02","-14.31"
"1674050454","-60.61","0.06","-14.14"
"1674050455","-60.61","-0.06","-14.01"
"1674050456","-60.60","-0.05","-13.85"
"1674050457","-60.60","-0.03","-13.73"
"1674050458","-60.59","0.00","-13.59"
"1674050459","-60.59","-0.08","-13.47"
"1674050460","-60.58","0.05","-13.36"
"1674050461","-60.57","0.06","-13.24"
"1674050462","-60.57","-0.13","-13.16"
"1674050463","-60.56","-0.25","-13.04"
"1674050464","-60.56","0.00","-12.95"
"1674050465","-60.56","-0.29","-12.85"
"1674050466","-60.56","-0.07","-12.77"
"1674050467","-60.56","0.09","-12.67"
"1674050468","-60.55","0.05","-12.60"
"1674050469","-60.54","-0.31","-12.51"
"1674050470","-60.54","0.16","-12.45"
"1674050471","-60.54","0.07","-12.35"
"1674050472","-60.53","-0.05","-12.29"
"1674050473","-60.53","-0.02","-12.21"
"1674050474","-60.52","-0.08","-12.17"
"1674050475","-60.52","0.31","-12.10"
"1674050476","-60.51","-0.06","-12.04"
"1674050477","-60.51","0.36","-11.97"
"1674050478","-60.50","-0.05","-11.91"
"1674050479","-60.50","-0.04","-11.85"
"1674050480","-60.49","0.10","-11.78"
"1674050481","-60.49","0.04","-11.73"
"1674050482","-60.48","0.04","-11.66"
"1674050483","-60.48","-0.07","-11.61"
"1674050484","-60.47","-0.03","-11.56"
"1674050485","-60.47","0.11","-11.51"
"1674050486","-60.46","-0.04","-11.45"
"1674050487","-60.46","-0.08","-11.41"
"1674050488","-60.46","0.01","-11.36"
"1674050489","-60.45","0.05","-11.31"
"1674050490","-60.45","-0.06","-11.27"
"1674050491","-60.44","-0.05","-11.22"
"1674050492","-60.44","0.17","-11.18"
"1674050493","-60.43","0.06","-11.14"
"1674050494","-60.43","-0.08","-11.10"
"1674050495","-60.43","0.01","-11.06"
"1674050496","-60.42","0.04","-11.03"
"1674050497","-60.41","-0.06","-10.99"
