"","Single-ended 7 Last (µV)","Single-ended 8 Last (µV)"
"00:12:09","-12099,724263","-7921,338081"
"00:12:10","-12168,678455","-7867,082022"
"00:12:11","-12242,208235","-7823,518477"
"00:12:12","-12315,309606","-7761,084475"
"00:12:13","-12383,650988","-7712,930441"
"00:12:14","-12441,951782","-7660,613395"
"00:12:15","-12511,880137","-7606,085390"
"00:12:16","-12559,305876","-7549,450267"
"00:12:17","-12616,696768","-7506,673224"
"00:12:18","-12669,763528","-7459,434215"
"00:12:19","-12685,828842","-7368,158083"
"00:12:20","-12724,705040","-7322,960533"
"00:12:21","-12764,449231","-7280,955557"
"00:12:22","-12796,959840","-7233,834360"
"00:12:23","-12833,908200","-7179,765496"
"00:12:24","-12862,460688","-7134,069689"
"00:12:25","-12889,845297","-7088,316604"
"00:12:26","-12900,934555","-7038,165815"
"00:12:27","-12921,827845","-6995,080505"
"00:12:28","-12937,708758","-6952,489261"
"00:12:29","-12941,923924","-6906,263530"
"00:12:30","-12950,135395","-6855,671294"
"00:12:31","-12948,769145","-6811,919156"
"00:12:32","-12941,243127","-6763,927639"
"00:12:33","-12934,589759","-6721,916143"
"00:12:34","-12915,331870","-6671,858486"
"00:12:35","-12894,884683","-6623,256952"
"00:12:36","-12867,748737","-6575,983483"
"00:12:37","-12836,021371","-6526,876241"
"00:12:38","-12799,090706","-6479,351316"
"00:12:39","-12777,118944","-6451,526191"
"00:12:40","-12750,321068","-6418,123841"
"00:12:41","-12722,078711","-6387,564819"
"00:12:42","-12684,532441","-6353,430916"
"00:12:43","-12652,593665","-6322,789937"
"00:12:44","-12614,329346","-6295,349915"
"00:12:45","-12570,463121","-6262,375042"
"00:12:46","-12529,994361","-6240,569521"
"00:12:47","-12488,999404","-6228,789687"
"00:12:48","-12444,335036","-6212,120410"
"00:12:49","-12392,352335","-6198,125426"
"00:12:50","-12342,909351","-6184,262689"
"00:12:51","-12292,632833","-6167,761050"
"00:12:52","-12240,706012","-6157,068070"
"00:12:53","-12182,974257","-6141,690072"
"00:12:54","-12130,241841","-6129,674148"
"00:12:55","-12068,589218","-6112,379953"
"00:12:56","-12009,713799","-6094,295997"
"00:12:57","-11942,060664","-6084,048189"
"00:12:58","-11885,562912","-6078,929175"
"00:12:59","-11832,314543","-6077,461410"
"00:13:00","-11776,068248","-6080,801133"
"00:13:01","-11712,620035","-6078,543607"
"00:13:02","-11650,715955","-6078,861654"
"00:13:03","-11585,627683","-6077,844184"
"00:13:04","-11512,132362","-6077,331956"
"00:13:05","-11442,047544","-6078,352686"
"00:13:06","-11375,100352","-6079,174113"
"00:13:07","-11303,562671","-6081,566215"
"00:13:08","-11224,012822","-6089,358591"
"00:13:09","-11163,676158","-6095,463876"
"00:13:10","-11091,645807","-6100,717932"
"00:13:11","-11007,537134","-6103,286520"
"00:13:12","-10930,724442","-6108,445115"
"00:13:13","-10853,530839","-6116,187666"
"00:13:14","-10779,429227","-6122,664083"
"00:13:15","-10695,338249","-6137,533113"
"00:13:16","-10620,501824","-6149,978843"
"00:13:17","-10547,538288","-6169,076543"
"00:13:18","-10470,655747","-6192,224100"
"00:13:19","-10387,251154","-6214,032415"
"00:13:20","-10309,943929","-6233,263761"
"00:13:21","-10231,034830","-6251,655053"
"00:13:22","-10132,738389","-6274,194457"
"00:13:23","-10060,772300","-6294,955499"
"00:13:24","-9981,044568","-6309,989840"
"00:13:25","-9899,748489","-6324,315909"
"00:13:26","-9812,011383","-6341,177505"
"00:13:27","-9716,222994","-6356,398109"
"00:13:28","-9629,241191","-6368,858740"
"00:13:29","-9542,672895","-6375,749595"
"00:13:30","-9459,668770","-6389,886606"
"00:13:31","-9363,148361","-6409,005262"
"00:13:32","-9270,121343","-6414,889824"
"00:13:33","-9183,488786","-6430,816837"
"00:13:34","-9082,435630","-6445,333827"
"00:13:35","-8997,419849","-6457,296666"
"00:13:36","-8919,891901","-6472,384091"
"00:13:37","-8815,076202","-6468,248554"
"00:13:38","-8730,974980","-6504,337769"
"00:13:39","-8636,537939","-6521,719508"
"00:13:40","-8557,782508","-6534,411572"
"00:13:41","-8467,948064","-6548,768375"
"00:13:42","-8362,184279","-6564,833689"
"00:13:43","-8276,238106","-6587,754004"
"00:13:44","-8182,708174","-6609,980017"
"00:13:45","-8094,022982","-6625,795271"
"00:13:46","-7989,205420","-6648,536306"
"00:13:47","-7895,089686","-6663,946435"
"00:13:48","-7802,752312","-6685,054861"
"00:13:49","-7707,654499","-6707,728375"
"00:13:50","-7604,240440","-6729,496177"
"00:13:51","-7513,992954","-6750,178058"
"00:13:52","-7418,097463","-6770,897657"
"00:13:53","-7315,648254","-6791,854277"
"00:13:54","-7218,489423","-6799,864583"
"00:13:55","-7123,667747","-6826,987956"
"00:13:56","-7032,564841","-6848,164834"
"00:13:57","-6920,664106","-6865,676492"
"00:13:58","-6822,614931","-6883,695722"
"00:13:59","-6722,392980","-6901,051849"
"00:14:00","-6624,326576","-6913,527381"
"00:14:01","-6510,893349","-6931,999698"
"00:14:02","-6416,108925","-6955,482531"
"00:14:03","-6330,765318","-6973,784417"
"00:14:04","-6231,754087","-6994,900759"
"00:14:05","-6123,061292","-7017,912343"
"00:14:06","-6028,372329","-7039,956748"
"00:14:07","-5938,231945","-7061,523385"
"00:14:08","-5833,748262","-7085,933350"
"00:14:09","-5737,412255","-7108,717691"
"00:14:10","-5642,494652","-7131,206803"
"00:14:11","-5549,510475","-7152,842358"
"00:14:12","-5440,656096","-7186,464965"
"00:14:13","-5347,184837","-7214,833982"
"00:14:14","-5269,494373","-7244,715933"
"00:14:15","-5197,935272","-7265,720982"
"00:14:16","-5098,129157","-7291,882765"
"00:14:17","-5014,829338","-7316,870149"
"00:14:18","-4926,837049","-7338,293362"
"00:14:19","-4840,123001","-7375,550922"
"00:14:20","-4736,807197","-7426,638622"
"00:14:21","-4647,616763","-7436,929271"
"00:14:22","-4566,465970","-7467,357907"
"00:14:23","-4469,205160","-7492,978591"
"00:14:24","-4375,878721","-7506,705821"
"00:14:25","-4266,363103","-7514,107041"
"00:14:26","-4198,319279","-7556,316908"
"00:14:27","-4096,271936","-7588,171866"
"00:14:28","-4000,541754","-7626,163308"
"00:14:29","-3908,558283","-7647,228427"
"00:14:30","-3777,191509","-7628,364023"
"00:14:31","-3709,754441","-7682,575379"
"00:14:32","-3609,393025","-7725,232281"
"00:14:33","-3523,763735","-7755,944505"
"00:14:34","-3433,000995","-7779,855281"
"00:14:35","-3316,859249","-7792,842109"
"00:14:36","-3207,544563","-7804,399822"
"00:14:37","-3089,238191","-7800,159976"
"00:14:38","-2942,225197","-7774,194237"
"00:14:39","-2773,203887","-7729,901001"
"00:14:40","-2538,130153","-7610,216737"
"00:14:41","-2219,557529","-7379,071321"
"00:14:42","-1730,500953","-7028,701250"
"00:14:43","-1314,039226","-6761,339027"
"00:14:44","-934,431388","-6522,067823"
"00:14:45","-606,493442","-6345,157046"
"00:14:46","-294,700178","-6203,944329"
"00:14:47","-50,743747","-6109,985057"
"00:14:48","167,727834","-6039,864384"
"00:14:49","371,110073","-5982,313305"
"00:14:50","584,087276","-5903,378129"
"00:14:51","769,700448","-5839,894526"
"00:14:52","936,053053","-5776,123144"
"00:14:53","1133,424812","-5673,104897"
"00:14:54","1314,164721","-5579,629913"
"00:14:55","1516,697113","-5489,389412"
"00:14:56","1764,648128","-5380,305462"
"00:14:57","2074,470976","-5232,257303"
"00:14:58","2386,846347","-5056,336056"
"00:14:59","2700,446406","-4890,349694"
"00:15:00","2972,407499","-4733,903334"
"00:15:01","3297,861898","-4547,249991"
"00:15:02","3556,259442","-4402,996507"
"00:15:03","3869,519103","-4170,931876"
"00:15:04","4253,170919","-3917,969763"
"00:15:05","4705,028608","-3617,526265"
"00:15:06","5316,245370","-3167,244606"
"00:15:07","5909,236614","-2762,296004"
"00:15:08","6230,155472","-2575,317863"
"00:15:09","6934,615318","-2065,068576"
"00:15:10","7330,889348","-1839,766512"
"00:15:11","7899,688557","-1443,046029"
"00:15:12","8366,389200","-1156,907761"
"00:15:13","8848,516271","-802,913099"
"00:15:14","9416,903369","-389,085617"
"00:15:15","9836,313315","-131,550842"
"00:15:16","10380,581021","243,517541"
"00:15:17","10954,658501","672,757044"
"00:15:18","11552,060954","1130,349003"
"00:15:19","12058,435008","1578,521682"
"00:15:20","12730,767950","2059,880178"
"00:15:21","13372,604735","2530,277707"
"00:15:22","14001,735486","2997,766715"
"00:15:23","14800,796285","3637,077753"
"00:15:24","15363,473445","4022,405017"
"00:15:25","15954,835340","4465,200473"
"00:15:26","16958,676279","5344,601814"
"00:15:27","18051,790074","6251,879968"
"00:15:28","19076,967612","7053,641137"
"00:15:29","19812,701270","7625,630591"
"00:15:30","20575,841889","8217,425086"
"00:15:31","21527,476609","8983,897977"
"00:15:32","22489,476949","9777,273983"
"00:15:33","23541,668430","10639,732704"
"00:15:34","24724,936113","11668,679304"
"00:15:35","26199,374348","12955,660932"
"00:15:36","27669,629082","14258,078299"
"00:15:37","29330,717400","15734,219924"
"00:15:38","31184,324995","17403,556034"
"00:15:39","33606,424928","19610,403106"
"00:15:40","36113,128066","21915,514022"
"00:15:41","","24611,089379"
"00:15:42","","27855,191380"
"00:15:43","","32315,395772"
"00:15:44","","37231,214345"
